time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,distance_km,direction,city,country
1996-03-25T18:20:33.220Z,-3.723,122.437,33,4.1,mb,,,,1.7,us,usp0007f9p,2014-11-07T01:00:08.540Z,"Sulawesi, Indonesia",earthquake,,,,1,reviewed,us,us,,,Sulawesi,Indonesia
1996-01-31T06:21:42.250Z,-1.272,120.556,33,4.4,mb,,,,1,us,usp0007c1g,2014-11-07T00:59:45.062Z,"Sulawesi, Indonesia",earthquake,,,,5,reviewed,us,us,,,Sulawesi,Indonesia
1990-09-22T13:36:09.920Z,-2.563,121.86,33,4.2,mb,,,,0.4,us,usp0004eyr,2014-11-07T00:47:07.830Z,"Sulawesi, Indonesia",earthquake,,,,1,reviewed,us,us,,,Sulawesi,Indonesia
1990-09-02T02:54:59.890Z,-0.118,123.121,146.7,4.9,mb,,,,1.1,us,usp0004e6p,2014-11-07T00:47:03.286Z,"Sulawesi, Indonesia",earthquake,,19.7,,18,reviewed,us,us,,,Sulawesi,Indonesia
1988-04-16T07:16:41.580Z,-0.947,123.549,79.4,4.5,mb,,,,1,us,usp0003f2r,2014-11-07T00:41:57.705Z,"Sulawesi, Indonesia",earthquake,,11.9,,2,reviewed,us,us,,,Sulawesi,Indonesia
1985-03-12T06:22:45.240Z,-2.15,119.763,33,5,mb,,,,1.2,us,usp0002crz,2014-11-07T00:36:18.488Z,"Sulawesi, Indonesia",earthquake,,,,3,reviewed,us,us,,,Sulawesi,Indonesia
1985-01-28T23:17:35.470Z,-2.863,119.736,33,5.2,mb,,,,1.3,us,usp0002bfb,2014-11-07T00:36:04.523Z,"Sulawesi, Indonesia",earthquake,,,,14,reviewed,us,us,,,Sulawesi,Indonesia
1984-07-09T17:22:20.960Z,-3.442,123.29,38.4,5.4,mw,,,,1.2,us,usp00025m8,2022-04-27T23:17:29.972Z,"Sulawesi, Indonesia",earthquake,,6.1,,,reviewed,us,hrv,,,Sulawesi,Indonesia
1983-07-18T19:59:20.150Z,-0.046,121.649,62.3,4.6,mb,,,,1.1,us,usp0001wx3,2014-11-07T00:33:29.825Z,"Sulawesi, Indonesia",earthquake,,10,,2,reviewed,us,us,,,Sulawesi,Indonesia
1983-07-18T00:23:10.780Z,-0.004,121.816,67,4.9,mb,,,,1.5,us,usp0001ww0,2014-11-07T00:33:29.688Z,"Sulawesi, Indonesia",earthquake,,12.4,,6,reviewed,us,us,,,Sulawesi,Indonesia
1981-05-30T07:12:58.340Z,-1.154,120.405,63.4,4.8,mb,,,,1.5,us,usp0001dxy,2014-11-07T00:29:31.855Z,"Sulawesi, Indonesia",earthquake,,9.4,,5,reviewed,us,us,,,Sulawesi,Indonesia
