tokens,clean_text,stemmed_tokens,stemmed_text
"['industri', 'perfilman', 'indonesia', 'mencatatkan', 'prestasi', 'gemilang', 'film', 'animasi', 'jumbo', 'karya', 'visinema', 'studios', 'berhasil', 'menembus', 'angka', 'juta', 'penonton', 'penayangan', 'perdananya', 'maret', 'pencapaian', 'posisi', 'jumbo']",industri perfilman indonesia mencatatkan prestasi gemilang film animasi jumbo karya visinema studios berhasil menembus angka juta penonton penayangan perdananya maret pencapaian posisi jumbo,"['industri', 'film', 'indonesia', 'catat', 'prestasi', 'gemilang', 'film', 'animasi', 'jumbo', 'karya', 'visinema', 'studios', 'hasil', 'tembus', 'angka', 'juta', 'tonton', 'tayang', 'perdana', 'maret', 'capai', 'posisi', 'jumbo']",industri film indonesia catat prestasi gemilang film animasi jumbo karya visinema studios hasil tembus angka juta tonton tayang perdana maret capai posisi jumbo
"['sby', 'film', 'jumbo', 'rame', 'bgt', 'bioskop', 'penuh', 'sesak', 'seneng', 'terharu', 'rame', 'gak', 'melulu', 'film', 'horor', 'film', 'animasi', 'indonesia']",sby film jumbo rame bgt bioskop penuh sesak seneng terharu rame gak melulu film horor film animasi indonesia,"['sby', 'film', 'jumbo', 'rame', 'bgt', 'bioskop', 'penuh', 'sesak', 'neng', 'haru', 'rame', 'gak', 'melulu', 'film', 'horor', 'film', 'animasi', 'indonesia']",sby film jumbo rame bgt bioskop penuh sesak neng haru rame gak melulu film horor film animasi indonesia
"['buzzer', 'gak', 'dibayar', 'film', 'jumbo', 'sebagus', 'proud', 'banget', 'bagus', 'karna', 'animasi', 'indonesia', 'udah', 'sampe', 'selevel', 'gacor', 'banget', 'ceritanya', 'ngena', 'moral', 'valuenya', 'ditangkep', 'kategori', 'umur', 'nomer', 'here']",buzzer gak dibayar film jumbo sebagus proud banget bagus karna animasi indonesia udah sampe selevel gacor banget ceritanya ngena moral valuenya ditangkep kategori umur nomer here,"['buzzer', 'gak', 'bayar', 'film', 'jumbo', 'bagus', 'proud', 'banget', 'bagus', 'karna', 'animasi', 'indonesia', 'udah', 'sampe', 'level', 'gacor', 'banget', 'cerita', 'ngena', 'moral', 'valuenya', 'ditangkep', 'kategori', 'umur', 'nomer', 'here']",buzzer gak bayar film jumbo bagus proud banget bagus karna animasi indonesia udah sampe level gacor banget cerita ngena moral valuenya ditangkep kategori umur nomer here
"['april', 'gue', 'nonton', 'jumbo', 'bareng', 'tementemen', 'alur', 'ceritanya', 'bagus', 'jarang', 'banget', 'animasi', 'indo', 'tayang', 'bioskop', 'yuk', 'dukung', 'perfilman', 'indonesia', 'film', 'animasi', 'indonesia']",april gue nonton jumbo bareng tementemen alur ceritanya bagus jarang banget animasi indo tayang bioskop yuk dukung perfilman indonesia film animasi indonesia,"['april', 'gue', 'nonton', 'jumbo', 'bareng', 'tementemen', 'alur', 'cerita', 'bagus', 'jarang', 'banget', 'animasi', 'indo', 'tayang', 'bioskop', 'yuk', 'dukung', 'film', 'indonesia', 'film', 'animasi', 'indonesia']",april gue nonton jumbo bareng tementemen alur cerita bagus jarang banget animasi indo tayang bioskop yuk dukung film indonesia film animasi indonesia
"['menjelang', 'anakanak', 'efektif', 'masuk', 'sekolah', 'bojoh', 'mengajak', 'ponakanponakan', 'nonton', 'jumbo', 'menonton', 'ekspektasi', 'film', 'animasi', 'indonesia', 'keren', 'sih', 'alur', 'gambarnya', 'ponakan', 'happy', 'dgn', 'mbek', 'minus']",menjelang anakanak efektif masuk sekolah bojoh mengajak ponakanponakan nonton jumbo menonton ekspektasi film animasi indonesia keren sih alur gambarnya ponakan happy dgn mbek minus,"['jelang', 'anakanak', 'efektif', 'masuk', 'sekolah', 'bojoh', 'ajak', 'ponakanponakan', 'nonton', 'jumbo', 'tonton', 'ekspektasi', 'film', 'animasi', 'indonesia', 'keren', 'sih', 'alur', 'gambar', 'ponakan', 'happy', 'dgn', 'mbek', 'minus']",jelang anakanak efektif masuk sekolah bojoh ajak ponakanponakan nonton jumbo tonton ekspektasi film animasi indonesia keren sih alur gambar ponakan happy dgn mbek minus
"['surabaya', 'utk', 'film', 'jumbo', 'rame', 'bgt', 'bibo', 'bioskop', 'yg', 'gak', 'serame', 'ikutan', 'rame', 'terharu', 'bikin', 'rame', 'bioskop', 'tuh', 'horor', 'mulu', 'film', 'animasi', 'buatan', 'indonesia']",surabaya utk film jumbo rame bgt bibo bioskop yg gak serame ikutan rame terharu bikin rame bioskop tuh horor mulu film animasi buatan indonesia,"['surabaya', 'utk', 'film', 'jumbo', 'rame', 'bgt', 'bibo', 'bioskop', 'yg', 'gak', 'serame', 'ikut', 'rame', 'haru', 'bikin', 'rame', 'bioskop', 'tuh', 'horor', 'mulu', 'film', 'animasi', 'buat', 'indonesia']",surabaya utk film jumbo rame bgt bibo bioskop yg gak serame ikut rame haru bikin rame bioskop tuh horor mulu film animasi buat indonesia
"['film', 'animasi', 'jumbo', 'karya', 'mahasiswa', 'alumni', 'unikom', 'studio', 'metadigi', 'sukses', 'tembus', 'juta', 'penonton', 'bentuk', 'dukungan', 'unikom', 'menggelar', 'nonton', 'bareng', 'd', 'botanica', 'mall', 'bandung', 'dihadiri', 'rektor', 'unikom', 'prof', 'dr', 'ir', 'h', 'eddy', 'soeryanto', 'soegoto', 'mt']",film animasi jumbo karya mahasiswa alumni unikom studio metadigi sukses tembus juta penonton bentuk dukungan unikom menggelar nonton bareng d botanica mall bandung dihadiri rektor unikom prof dr ir h eddy soeryanto soegoto mt,"['film', 'animasi', 'jumbo', 'karya', 'mahasiswa', 'alumni', 'unikom', 'studio', 'metadigi', 'sukses', 'tembus', 'juta', 'tonton', 'bentuk', 'dukung', 'unikom', 'gelar', 'nonton', 'bareng', 'd', 'botanica', 'mall', 'bandung', 'hadir', 'rektor', 'unikom', 'prof', 'dr', 'ir', 'h', 'eddy', 'soeryanto', 'soegoto', 'mt']",film animasi jumbo karya mahasiswa alumni unikom studio metadigi sukses tembus juta tonton bentuk dukung unikom gelar nonton bareng d botanica mall bandung hadir rektor unikom prof dr ir h eddy soeryanto soegoto mt
"['udah', 'bgt', 'kayanya', 'ga', 'ngerasain', 'euforia', 'nonton', 'film', 'animasi', 'buatan', 'indonesia', 'yg', 'bagus', 'sampe', 'bikin', 'bioskop', 'penuh', 'orang', 'nonton', 'jumbo', 'film', 'sederhana', 'penuh', 'makna', 'nangis', 'dikit', 'malu', 'klo', 'nangis', 'jelek', 'mama', 'disamping', 'ak', 'hehe', 'endingnya', 'dipeluk', 'mama']",udah bgt kayanya ga ngerasain euforia nonton film animasi buatan indonesia yg bagus sampe bikin bioskop penuh orang nonton jumbo film sederhana penuh makna nangis dikit malu klo nangis jelek mama disamping ak hehe endingnya dipeluk mama,"['udah', 'bgt', 'kaya', 'ga', 'ngerasain', 'euforia', 'nonton', 'film', 'animasi', 'buat', 'indonesia', 'yg', 'bagus', 'sampe', 'bikin', 'bioskop', 'penuh', 'orang', 'nonton', 'jumbo', 'film', 'sederhana', 'penuh', 'makna', 'nang', 'dikit', 'malu', 'klo', 'nang', 'jelek', 'mama', 'samping', 'ak', 'hehe', 'endingnya', 'peluk', 'mama']",udah bgt kaya ga ngerasain euforia nonton film animasi buat indonesia yg bagus sampe bikin bioskop penuh orang nonton jumbo film sederhana penuh makna nang dikit malu klo nang jelek mama samping ak hehe endingnya peluk mama
"['klo', 'tl', 'rame', 'dgn', 'buzzer', 'jumbo', 'kayaknya', 'w', 'setuju', 'aja', 'skrg', 'wkwkwk', 'film', 'yg', 'ditonton', 'diapresiasi', 'berharap', 'animasi', 'buatan', 'indonesia', 'lg', 'depannya', 'bikin', 'bangga', 'keren', 'bgt', 'bang']",klo tl rame dgn buzzer jumbo kayaknya w setuju aja skrg wkwkwk film yg ditonton diapresiasi berharap animasi buatan indonesia lg depannya bikin bangga keren bgt bang,"['klo', 'tl', 'rame', 'dgn', 'buzzer', 'jumbo', 'kayak', 'w', 'tuju', 'aja', 'skrg', 'wkwkwk', 'film', 'yg', 'tonton', 'apresiasi', 'harap', 'animasi', 'buat', 'indonesia', 'lg', 'depan', 'bikin', 'bangga', 'keren', 'bgt', 'bang']",klo tl rame dgn buzzer jumbo kayak w tuju aja skrg wkwkwk film yg tonton apresiasi harap animasi buat indonesia lg depan bikin bangga keren bgt bang
"['masyarakat', 'indonesia', 'menganggap', 'animasi', 'hiburan', 'anakanak', 'animasi', 'memiliki', 'potensi', 'menjangkau', 'segmen', 'usia', 'beragam', 'tema', 'kesuksesan', 'film', 'jumbo', 'nasib', 'animasi', 'lokal']",masyarakat indonesia menganggap animasi hiburan anakanak animasi memiliki potensi menjangkau segmen usia beragam tema kesuksesan film jumbo nasib animasi lokal,"['masyarakat', 'indonesia', 'anggap', 'animasi', 'hibur', 'anakanak', 'animasi', 'milik', 'potensi', 'jangkau', 'segmen', 'usia', 'agam', 'tema', 'sukses', 'film', 'jumbo', 'nasib', 'animasi', 'lokal']",masyarakat indonesia anggap animasi hibur anakanak animasi milik potensi jangkau segmen usia agam tema sukses film jumbo nasib animasi lokal
"['nonton', 'jumbo', 'gue', 'berencana', 'ngasih', 'tiket', 'gratis', 'nonton', 'jumbo', 'nih', 'penayangan', 'besok', 'jakarta', 'khusus', 'yg', 'nonton', 'rangka', 'mendukung', 'film', 'animasi', 'indonesia', 'mempertahankan', 'level', 'membership', 'gue', 'cgv', 'reply', 'aja', 'yg', 'yak']",nonton jumbo gue berencana ngasih tiket gratis nonton jumbo nih penayangan besok jakarta khusus yg nonton rangka mendukung film animasi indonesia mempertahankan level membership gue cgv reply aja yg yak,"['nonton', 'jumbo', 'gue', 'rencana', 'ngasih', 'tiket', 'gratis', 'nonton', 'jumbo', 'nih', 'tayang', 'besok', 'jakarta', 'khusus', 'yg', 'nonton', 'rangka', 'dukung', 'film', 'animasi', 'indonesia', 'tahan', 'level', 'membership', 'gue', 'cgv', 'reply', 'aja', 'yg', 'yak']",nonton jumbo gue rencana ngasih tiket gratis nonton jumbo nih tayang besok jakarta khusus yg nonton rangka dukung film animasi indonesia tahan level membership gue cgv reply aja yg yak
"['suport', 'film', 'jumbo', 'membahagiakan', 'anak', 'yatim', 'memperkenalkan', 'film', 'animasi', 'indonesia', 'anak', 'anak', 'indonesia', 'bahagia', 'anak', 'yatim', 'bahagia', 'mas', 'wapres']",suport film jumbo membahagiakan anak yatim memperkenalkan film animasi indonesia anak anak indonesia bahagia anak yatim bahagia mas wapres,"['suport', 'film', 'jumbo', 'bahagia', 'anak', 'yatim', 'kenal', 'film', 'animasi', 'indonesia', 'anak', 'anak', 'indonesia', 'bahagia', 'anak', 'yatim', 'bahagia', 'mas', 'wapres']",suport film jumbo bahagia anak yatim kenal film animasi indonesia anak anak indonesia bahagia anak yatim bahagia mas wapres
"['nonton', 'film', 'animasi', 'bioskop', 'film', 'indonesia', 'jumbo', 'emang', 'baguss', 'gak', 'expect', 'ceritanya', 'berat', 'enjoy', 'bgt', 'nontonnya', 'visual', 'soundnya', 'bikin', 'nyaman', 'bgt']",nonton film animasi bioskop film indonesia jumbo emang baguss gak expect ceritanya berat enjoy bgt nontonnya visual soundnya bikin nyaman bgt,"['nonton', 'film', 'animasi', 'bioskop', 'film', 'indonesia', 'jumbo', 'emang', 'baguss', 'gak', 'expect', 'cerita', 'berat', 'enjoy', 'bgt', 'nontonnya', 'visual', 'soundnya', 'bikin', 'nyaman', 'bgt']",nonton film animasi bioskop film indonesia jumbo emang baguss gak expect cerita berat enjoy bgt nontonnya visual soundnya bikin nyaman bgt
"['sangka', 'nih', 'sob', 'film', 'animasi', 'jumbo', 'nih', 'ya', 'hasil', 'kolaborasi', 'ratusan', 'pekerja', 'kreatif', 'indonesia', 'lhooo', 'keren', 'bangett', 'yaaa']",sangka nih sob film animasi jumbo nih ya hasil kolaborasi ratusan pekerja kreatif indonesia lhooo keren bangett yaaa,"['sangka', 'nih', 'sob', 'film', 'animasi', 'jumbo', 'nih', 'ya', 'hasil', 'kolaborasi', 'ratus', 'kerja', 'kreatif', 'indonesia', 'lhooo', 'keren', 'bangett', 'yaaa']",sangka nih sob film animasi jumbo nih ya hasil kolaborasi ratus kerja kreatif indonesia lhooo keren bangett yaaa
"['pliss', 'berhenti', 'berkarya', 'film', 'pro', 'kontra', 'nya', 'kadang', 'yg', 'gak', 'akun', 'anon', 'jumbo', 'menurutku', 'animasi', 'terbaik', 'buatan', 'indonesia', 'sejarah', 'aspek', 'semangat', 'generasi', 'muda', 'termakan', 'ai']",pliss berhenti berkarya film pro kontra nya kadang yg gak akun anon jumbo menurutku animasi terbaik buatan indonesia sejarah aspek semangat generasi muda termakan ai,"['pliss', 'henti', 'karya', 'film', 'pro', 'kontra', 'nya', 'kadang', 'yg', 'gak', 'akun', 'anon', 'jumbo', 'turut', 'animasi', 'baik', 'buat', 'indonesia', 'sejarah', 'aspek', 'semangat', 'generasi', 'muda', 'makan', 'ai']",pliss henti karya film pro kontra nya kadang yg gak akun anon jumbo turut animasi baik buat indonesia sejarah aspek semangat generasi muda makan ai
"['kesuksesan', 'film', 'animasi', 'jumbo', 'dinilai', 'membuka', 'jalan', 'industri', 'animasi', 'indonesia', 'berkembang', 'standar', 'inspirasi', 'investor', 'studio']",kesuksesan film animasi jumbo dinilai membuka jalan industri animasi indonesia berkembang standar inspirasi investor studio,"['sukses', 'film', 'animasi', 'jumbo', 'nilai', 'buka', 'jalan', 'industri', 'animasi', 'indonesia', 'kembang', 'standar', 'inspirasi', 'investor', 'studio']",sukses film animasi jumbo nilai buka jalan industri animasi indonesia kembang standar inspirasi investor studio
"['seneng', 'pas', 'jumbo', 'trailernya', 'muncul', 'bener', 'film', 'artist', 'indonesia', 'udah', 'ngajak', 'anggota', 'keluarga', 'nonton', 'org', 'ngmg', 'eh', 'film', 'animasi', 'buatan', 'indo', 'dibikin', 'artist']",seneng pas jumbo trailernya muncul bener film artist indonesia udah ngajak anggota keluarga nonton org ngmg eh film animasi buatan indo dibikin artist,"['neng', 'pas', 'jumbo', 'trailer', 'muncul', 'bener', 'film', 'artist', 'indonesia', 'udah', 'ngajak', 'anggota', 'keluarga', 'nonton', 'org', 'ngmg', 'eh', 'film', 'animasi', 'buat', 'indo', 'bikin', 'artist']",neng pas jumbo trailer muncul bener film artist indonesia udah ngajak anggota keluarga nonton org ngmg eh film animasi buat indo bikin artist
"['biaya', 'produksi', 'jumbo', 'tersedia', 'publik', 'juta', 'berdasarkan', 'standar', 'film', 'animasi', 'indonesia', 'kelas', 'juta', 'penonton', 'april', 'tiket', 'ratarata', 'pendapatan', 'kotor', 'juta', 'keuntungan']",biaya produksi jumbo tersedia publik juta berdasarkan standar film animasi indonesia kelas juta penonton april tiket ratarata pendapatan kotor juta keuntungan,"['biaya', 'produksi', 'jumbo', 'sedia', 'publik', 'juta', 'dasar', 'standar', 'film', 'animasi', 'indonesia', 'kelas', 'juta', 'tonton', 'april', 'tiket', 'ratarata', 'dapat', 'kotor', 'juta', 'untung']",biaya produksi jumbo sedia publik juta dasar standar film animasi indonesia kelas juta tonton april tiket ratarata dapat kotor juta untung
"['film', 'jumbo', 'worth', 'it', 'ditonton', 'animasi', 'berkualitas', 'cerita', 'penuh', 'emosi', 'tema', 'persahabatan', 'penemuan', 'bikin', 'film', 'cocok', 'umur', 'jumbo', 'berhasil', 'memecahkan', 'rekor', 'film', 'animasi', 'indonesia', 'terlaris', 'juta', 'penonton']",film jumbo worth it ditonton animasi berkualitas cerita penuh emosi tema persahabatan penemuan bikin film cocok umur jumbo berhasil memecahkan rekor film animasi indonesia terlaris juta penonton,"['film', 'jumbo', 'worth', 'it', 'tonton', 'animasi', 'kualitas', 'cerita', 'penuh', 'emosi', 'tema', 'sahabat', 'temu', 'bikin', 'film', 'cocok', 'umur', 'jumbo', 'hasil', 'pecah', 'rekor', 'film', 'animasi', 'indonesia', 'laris', 'juta', 'tonton']",film jumbo worth it tonton animasi kualitas cerita penuh emosi tema sahabat temu bikin film cocok umur jumbo hasil pecah rekor film animasi indonesia laris juta tonton
"['film', 'jumbo', 'film', 'animasi', 'indonesia', 'yg', 'patut', 'diapresisasi', 'jalur', 'cerita', 'ga', 'mudah', 'ketebak', 'unsur', 'komedi', 'bikin', 'anak', 'ketawa', 'keponakanku', 'ngomong', 'filmnya', 'epic']",film jumbo film animasi indonesia yg patut diapresisasi jalur cerita ga mudah ketebak unsur komedi bikin anak ketawa keponakanku ngomong filmnya epic,"['film', 'jumbo', 'film', 'animasi', 'indonesia', 'yg', 'patut', 'diapresisasi', 'jalur', 'cerita', 'ga', 'mudah', 'tebak', 'unsur', 'komedi', 'bikin', 'anak', 'ketawa', 'keponakan', 'ngomong', 'film', 'epic']",film jumbo film animasi indonesia yg patut diapresisasi jalur cerita ga mudah tebak unsur komedi bikin anak ketawa keponakan ngomong film epic
"['woyyy', 'gila', 'si', 'dosen', 'killer', 'gwa', 'membuzzerkan', 'si', 'jumbo', 'beliau', 'bilang', 'bagus', 'jumbo', 'salah', 'film', 'animasi', 'indonesia', 'kwbenslansbsksk', 'siafa', 'sngka', 'bjir']",woyyy gila si dosen killer gwa membuzzerkan si jumbo beliau bilang bagus jumbo salah film animasi indonesia kwbenslansbsksk siafa sngka bjir,"['woyyy', 'gila', 'si', 'dosen', 'killer', 'gwa', 'membuzzerkan', 'si', 'jumbo', 'beliau', 'bilang', 'bagus', 'jumbo', 'salah', 'film', 'animasi', 'indonesia', 'kwbenslansbsksk', 'siafa', 'sngka', 'bjir']",woyyy gila si dosen killer gwa membuzzerkan si jumbo beliau bilang bagus jumbo salah film animasi indonesia kwbenslansbsksk siafa sngka bjir
"['ringkasan', 'thread', 'film', 'jumbo', 'film', 'animasi', 'indonesia', 'karya', 'visinema', 'rilis', 'maret', 'disutradarai', 'ryan', 'adriandhy', 'cerita', 'don', 'anak', 'dibully', 'bertualang', 'roh', 'meri', 'tema', 'bullying', 'persahabatan', 'produksi', 'libatkan', 'kreator', 'sukses']",ringkasan thread film jumbo film animasi indonesia karya visinema rilis maret disutradarai ryan adriandhy cerita don anak dibully bertualang roh meri tema bullying persahabatan produksi libatkan kreator sukses,"['ringkas', 'thread', 'film', 'jumbo', 'film', 'animasi', 'indonesia', 'karya', 'visinema', 'rilis', 'maret', 'sutradara', 'ryan', 'adriandhy', 'cerita', 'don', 'anak', 'dibully', 'tualang', 'roh', 'meri', 'tema', 'bullying', 'sahabat', 'produksi', 'libat', 'kreator', 'sukses']",ringkas thread film jumbo film animasi indonesia karya visinema rilis maret sutradara ryan adriandhy cerita don anak dibully tualang roh meri tema bullying sahabat produksi libat kreator sukses
"['ayo', 'fomo', 'buzzer', 'jumbo', 'friends', 'mari', 'dukung', 'dunia', 'animasi', 'indonesia', 'film', 'animasi', 'anakanak', 'anak', 'suppa', 'proud']",ayo fomo buzzer jumbo friends mari dukung dunia animasi indonesia film animasi anakanak anak suppa proud,"['ayo', 'fomo', 'buzzer', 'jumbo', 'friends', 'mari', 'dukung', 'dunia', 'animasi', 'indonesia', 'film', 'animasi', 'anakanak', 'anak', 'suppa', 'proud']",ayo fomo buzzer jumbo friends mari dukung dunia animasi indonesia film animasi anakanak anak suppa proud
"['buzzer', 'honest', 'review', 'jumbo', 'jumbo', 'salah', 'best', 'movie', 'sgt', 'terharu', 'masyarakat', 'indonesia', 'mengapresiasi', 'film', 'jumbo', 'juta', 'penonton', 'semoga', 'dg', 'jumbo', 'memajukan', 'industri', 'film', 'animasi', 'indonesia']",buzzer honest review jumbo jumbo salah best movie sgt terharu masyarakat indonesia mengapresiasi film jumbo juta penonton semoga dg jumbo memajukan industri film animasi indonesia,"['buzzer', 'honest', 'review', 'jumbo', 'jumbo', 'salah', 'best', 'movie', 'sgt', 'haru', 'masyarakat', 'indonesia', 'apresiasi', 'film', 'jumbo', 'juta', 'tonton', 'moga', 'dg', 'jumbo', 'maju', 'industri', 'film', 'animasi', 'indonesia']",buzzer honest review jumbo jumbo salah best movie sgt haru masyarakat indonesia apresiasi film jumbo juta tonton moga dg jumbo maju industri film animasi indonesia
"['nonton', 'with', 'ponakan', 'pecinta', 'film', 'animasikartun', 'bangga', 'bgt', 'indonesia', 'film', 'animasi', 'bagus', 'gini', 'terimakasih', 'animator', 'indonesia', 'pengisi', 'suara', 'film']",nonton with ponakan pecinta film animasikartun bangga bgt indonesia film animasi bagus gini terimakasih animator indonesia pengisi suara film,"['nonton', 'with', 'ponakan', 'cinta', 'film', 'animasikartun', 'bangga', 'bgt', 'indonesia', 'film', 'animasi', 'bagus', 'gin', 'terimakasih', 'animator', 'indonesia', 'isi', 'suara', 'film']",nonton with ponakan cinta film animasikartun bangga bgt indonesia film animasi bagus gin terimakasih animator indonesia isi suara film
"['halo', 'maksudmu', 'jumbo', 'film', 'animasi', 'indonesia', 'mengalami', 'kesedihan', 'dibully', 'ceritanya', 'nggak', 'don', 'dijuluki', 'jumbo', 'menjalani', 'petualangan', 'bareng', 'meri', 'roh', 'bantu', 'temukan', 'momen', 'sedih']",halo maksudmu jumbo film animasi indonesia mengalami kesedihan dibully ceritanya nggak don dijuluki jumbo menjalani petualangan bareng meri roh bantu temukan momen sedih,"['halo', 'maksud', 'jumbo', 'film', 'animasi', 'indonesia', 'alami', 'sedih', 'dibully', 'cerita', 'nggak', 'don', 'juluk', 'jumbo', 'jalan', 'tualang', 'bareng', 'meri', 'roh', 'bantu', 'temu', 'momen', 'sedih']",halo maksud jumbo film animasi indonesia alami sedih dibully cerita nggak don juluk jumbo jalan tualang bareng meri roh bantu temu momen sedih
"['industri', 'animasi', 'indonesia', 'harum', 'bener', 'namanya', 'film', 'jumbo', 'reality', 'check', 'bgt', 'studio', 'animasi', 'lokal', 'jadiin', 'karyawannya', 'cuman', 'sekedar', 'sapi', 'perah', 'gk', 'dibayar', 'layak', 'lembur', 'diganggu', 'apresiasinya', 'iri', 'bgt', 'ngerjain', 'projek', 'jumbo']",industri animasi indonesia harum bener namanya film jumbo reality check bgt studio animasi lokal jadiin karyawannya cuman sekedar sapi perah gk dibayar layak lembur diganggu apresiasinya iri bgt ngerjain projek jumbo,"['industri', 'animasi', 'indonesia', 'harum', 'bener', 'nama', 'film', 'jumbo', 'reality', 'check', 'bgt', 'studio', 'animasi', 'lokal', 'jadiin', 'karyawannya', 'cuman', 'dar', 'sapi', 'perah', 'gk', 'bayar', 'layak', 'lembur', 'ganggu', 'apresiasi', 'iri', 'bgt', 'ngerjain', 'projek', 'jumbo']",industri animasi indonesia harum bener nama film jumbo reality check bgt studio animasi lokal jadiin karyawannya cuman dar sapi perah gk bayar layak lembur ganggu apresiasi iri bgt ngerjain projek jumbo
"['nonton', 'ama', 'temen', 'gila', 'keren', 'banget', 'storynya', 'oke', 'latar', 'belakangnya', 'animasinya', 'keren', 'bangett', 'pengisi', 'suaranya', 'mantepp', 'semoga', 'berkembang', 'dunia', 'animasi', 'indonesia', 'sayang', 'bioskop', 'rame', 'kalah', 'film', 'horor', 'ramein', 'jumbo', 'skrg']",nonton ama temen gila keren banget storynya oke latar belakangnya animasinya keren bangett pengisi suaranya mantepp semoga berkembang dunia animasi indonesia sayang bioskop rame kalah film horor ramein jumbo skrg,"['nonton', 'ama', 'temen', 'gila', 'keren', 'banget', 'storynya', 'oke', 'latar', 'belakang', 'animasi', 'keren', 'bangett', 'isi', 'suara', 'mantepp', 'moga', 'kembang', 'dunia', 'animasi', 'indonesia', 'sayang', 'bioskop', 'rame', 'kalah', 'film', 'horor', 'ramein', 'jumbo', 'skrg']",nonton ama temen gila keren banget storynya oke latar belakang animasi keren bangett isi suara mantepp moga kembang dunia animasi indonesia sayang bioskop rame kalah film horor ramein jumbo skrg
"['ga', 'nyangka', 'jumbo', 'seramai', 'industri', 'film', 'animasi', 'indonesia', 'cerah']",ga nyangka jumbo seramai industri film animasi indonesia cerah,"['ga', 'nyangka', 'jumbo', 'serama', 'industri', 'film', 'animasi', 'indonesia', 'cerah']",ga nyangka jumbo serama industri film animasi indonesia cerah
"['menurutku', 'film', 'jumbo', 'bagus', 'banget', 'animasi', 'indonesia', 'visual', 'memukau', 'cerita', 'menyentuh', 'don', 'berjuang', 'melawan', 'bullying', 'rating', 'imdbnya', 'berhasil', 'tembus', 'juta', 'penonton', 'seminggu', 'suka', 'emosional', 'penuh']",menurutku film jumbo bagus banget animasi indonesia visual memukau cerita menyentuh don berjuang melawan bullying rating imdbnya berhasil tembus juta penonton seminggu suka emosional penuh,"['turut', 'film', 'jumbo', 'bagus', 'banget', 'animasi', 'indonesia', 'visual', 'pukau', 'cerita', 'sentuh', 'don', 'juang', 'lawan', 'bullying', 'rating', 'imdbnya', 'hasil', 'tembus', 'juta', 'tonton', 'minggu', 'suka', 'emosional', 'penuh']",turut film jumbo bagus banget animasi indonesia visual pukau cerita sentuh don juang lawan bullying rating imdbnya hasil tembus juta tonton minggu suka emosional penuh
"['bilang', 'makasih', 'kerja', 'kerasnya', 'film', 'yg', 'bagus', 'cantik', 'banget', 'hidup', 'animasi', 'indonesia', 'sayang', 'banget', 'keluarga', 'jumbo', 'love', 'you', 'to', 'the', 'moon', 'and', 'back', 'ditunggu', 'musikalnya', 'siapatau', 'tbtb', 'musikalnya', 'mari', 'aminkan']",bilang makasih kerja kerasnya film yg bagus cantik banget hidup animasi indonesia sayang banget keluarga jumbo love you to the moon and back ditunggu musikalnya siapatau tbtb musikalnya mari aminkan,"['bilang', 'makasih', 'kerja', 'keras', 'film', 'yg', 'bagus', 'cantik', 'banget', 'hidup', 'animasi', 'indonesia', 'sayang', 'banget', 'keluarga', 'jumbo', 'love', 'you', 'to', 'the', 'moon', 'and', 'back', 'tunggu', 'musikal', 'siapatau', 'tbtb', 'musikal', 'mari', 'amin']",bilang makasih kerja keras film yg bagus cantik banget hidup animasi indonesia sayang banget keluarga jumbo love you to the moon and back tunggu musikal siapatau tbtb musikal mari amin
"['hai', 'wakil', 'presiden', 'republik', 'indonesia', 'gibran', 'rakabuming', 'raka', 'mengajak', 'anak', 'binaan', 'panti', 'sosial', 'berasal', 'pemprov', 'dki', 'jakarta', 'swasta', 'menyaksikan', 'film', 'animasi', 'jumbo', 'bioskop', 'xxi', 'senayan', 'city', 'jakarta', 'jumat']",hai wakil presiden republik indonesia gibran rakabuming raka mengajak anak binaan panti sosial berasal pemprov dki jakarta swasta menyaksikan film animasi jumbo bioskop xxi senayan city jakarta jumat,"['hai', 'wakil', 'presiden', 'republik', 'indonesia', 'gibran', 'rakabuming', 'raka', 'ajak', 'anak', 'bina', 'panti', 'sosial', 'asal', 'pemprov', 'dki', 'jakarta', 'swasta', 'saksi', 'film', 'animasi', 'jumbo', 'bioskop', 'xxi', 'senayan', 'city', 'jakarta', 'jumat']",hai wakil presiden republik indonesia gibran rakabuming raka ajak anak bina panti sosial asal pemprov dki jakarta swasta saksi film animasi jumbo bioskop xxi senayan city jakarta jumat
