tokens,clean_text,stemmed_tokens,stemmed_text
"['jumbo', 'pembangkit', 'film', 'animasi', 'indonesia', 'keren', 'bangeeeet']",jumbo pembangkit film animasi indonesia keren bangeeeet,"['jumbo', 'bangkit', 'film', 'animasi', 'indonesia', 'keren', 'bangeeeet']",jumbo bangkit film animasi indonesia keren bangeeeet
"['catatkan', 'rekor', 'jumbo', 'film', 'animasi', 'indonesia', 'capai', 'juta', 'penonton']",catatkan rekor jumbo film animasi indonesia capai juta penonton,"['catat', 'rekor', 'jumbo', 'film', 'animasi', 'indonesia', 'capai', 'juta', 'tonton']",catat rekor jumbo film animasi indonesia capai juta tonton
"['start', 'bagus', 'film', 'animasi', 'indonesia', 'anak', 'anak', 'bioskop', 'jg', 'anteng', 'nonton', 'masuk', 'they', 'were', 'so', 'excited', 'ga', 'sabar', 'nonton', 'jumbo', 'haha']",start bagus film animasi indonesia anak anak bioskop jg anteng nonton masuk they were so excited ga sabar nonton jumbo haha,"['start', 'bagus', 'film', 'animasi', 'indonesia', 'anak', 'anak', 'bioskop', 'jg', 'anteng', 'nonton', 'masuk', 'they', 'were', 'so', 'excited', 'ga', 'sabar', 'nonton', 'jumbo', 'haha']",start bagus film animasi indonesia anak anak bioskop jg anteng nonton masuk they were so excited ga sabar nonton jumbo haha
"['jumbo', 'kumpulkan', 'juta', 'penonton', 'film', 'animasi', 'indonesia', 'terlaris']",jumbo kumpulkan juta penonton film animasi indonesia terlaris,"['jumbo', 'kumpul', 'juta', 'tonton', 'film', 'animasi', 'indonesia', 'laris']",jumbo kumpul juta tonton film animasi indonesia laris
"['sinopsis', 'jumbo', 'film', 'animasi', 'indonesia', 'terlaris', 'raih', 'juta', 'penonton']",sinopsis jumbo film animasi indonesia terlaris raih juta penonton,"['sinopsis', 'jumbo', 'film', 'animasi', 'indonesia', 'laris', 'raih', 'juta', 'tonton']",sinopsis jumbo film animasi indonesia laris raih juta tonton
"['selamat', 'juta', 'penonton', 'mas', 'amp', 'team', 'bangga', 'animasi', 'indonesia', 'baguus', 'bangeeet', 'btw', 'nonton', 'kali', 'atta', 'tuh', 'chara', 'favoritku', 'film', 'tsbhehe']",selamat juta penonton mas amp team bangga animasi indonesia baguus bangeeet btw nonton kali atta tuh chara favoritku film tsbhehe,"['selamat', 'juta', 'tonton', 'mas', 'amp', 'team', 'bangga', 'animasi', 'indonesia', 'baguus', 'bangeeet', 'btw', 'nonton', 'kali', 'atta', 'tuh', 'chara', 'favorit', 'film', 'tsbhehe']",selamat juta tonton mas amp team bangga animasi indonesia baguus bangeeet btw nonton kali atta tuh chara favorit film tsbhehe
"['please', 'nyanyi', 'ost', 'jumbo', 'bentuk', 'dukungan', 'film', 'animasi', 'indonesia', 'semoga', 'kelak', 'film', 'nyla', 'film', 'bioskop', 'isi', 'ost', 'nya', 'aamiin']",please nyanyi ost jumbo bentuk dukungan film animasi indonesia semoga kelak film nyla film bioskop isi ost nya aamiin,"['please', 'nyanyi', 'ost', 'jumbo', 'bentuk', 'dukung', 'film', 'animasi', 'indonesia', 'moga', 'kelak', 'film', 'nyla', 'film', 'bioskop', 'isi', 'ost', 'nya', 'aamiin']",please nyanyi ost jumbo bentuk dukung film animasi indonesia moga kelak film nyla film bioskop isi ost nya aamiin
"['not', 'an', 'bxg', 'or', 'twiceteen', 'thingy', 'please', 'ayo', 'nonton', 'jumbo', 'uda', 'show', 'off', 'membuktikan', 'film', 'animasi', 'indonesia', 'sefantastis', 'inii', 'animasinya', 'udah', 'profesional', 'juara', 'banget', 'alur', 'ceritanya', 'tuh', 'wjdbwijdwidjjddb', 'banget']",not an bxg or twiceteen thingy please ayo nonton jumbo uda show off membuktikan film animasi indonesia sefantastis inii animasinya udah profesional juara banget alur ceritanya tuh wjdbwijdwidjjddb banget,"['not', 'an', 'bxg', 'or', 'twiceteen', 'thingy', 'please', 'ayo', 'nonton', 'jumbo', 'uda', 'show', 'off', 'bukti', 'film', 'animasi', 'indonesia', 'fantastis', 'ini', 'animasi', 'udah', 'profesional', 'juara', 'banget', 'alur', 'cerita', 'tuh', 'wjdbwijdwidjjddb', 'banget']",not an bxg or twiceteen thingy please ayo nonton jumbo uda show off bukti film animasi indonesia fantastis ini animasi udah profesional juara banget alur cerita tuh wjdbwijdwidjjddb banget
"['ost', 'jumbo', 'film', 'animasi', 'indonesia', 'terlaris']",ost jumbo film animasi indonesia terlaris,"['ost', 'jumbo', 'film', 'animasi', 'indonesia', 'laris']",ost jumbo film animasi indonesia laris
"['fix', 'abis', 'jumbo', 'nih', 'film', 'animasi', 'indonesia', 'ayo', 'ep', 'produser', 'horor', 'mulu']",fix abis jumbo nih film animasi indonesia ayo ep produser horor mulu,"['fix', 'abis', 'jumbo', 'nih', 'film', 'animasi', 'indonesia', 'ayo', 'ep', 'produser', 'horor', 'mulu']",fix abis jumbo nih film animasi indonesia ayo ep produser horor mulu
"['aja', 'nonton', 'jumbo', 'bareng', 'mama', 'akuuu', 'seru', 'banget', 'sumpah', 'for', 'the', 'first', 'time', 'nonton', 'film', 'animasi', 'bioskopp', 'animasi', 'indonesia', 'kerennn']",aja nonton jumbo bareng mama akuuu seru banget sumpah for the first time nonton film animasi bioskopp animasi indonesia kerennn,"['aja', 'nonton', 'jumbo', 'bareng', 'mama', 'akuuu', 'seru', 'banget', 'sumpah', 'for', 'the', 'first', 'time', 'nonton', 'film', 'animasi', 'bioskopp', 'animasi', 'indonesia', 'kerennn']",aja nonton jumbo bareng mama akuuu seru banget sumpah for the first time nonton film animasi bioskopp animasi indonesia kerennn
"['terima', 'kasih', 'kreator', 'film', 'animasi', 'indonesia', 'membukakan', 'jalan', 'jumbo', 'memperluas', 'harapan', 'film', 'animasi', 'indonesia', 'hati', 'penonton']",terima kasih kreator film animasi indonesia membukakan jalan jumbo memperluas harapan film animasi indonesia hati penonton,"['terima', 'kasih', 'kreator', 'film', 'animasi', 'indonesia', 'buka', 'jalan', 'jumbo', 'luas', 'harap', 'film', 'animasi', 'indonesia', 'hati', 'tonton']",terima kasih kreator film animasi indonesia buka jalan jumbo luas harap film animasi indonesia hati tonton
"['sukses', 'film', 'jumbo', 'umur', 'kreator', 'indonesia', 'semoga', 'maju', 'dunia', 'perfilm', 'an', 'indonesia', 'pliss', 'buruan', 'nonton', 'film', 'jumbo', 'bagus', 'bgttt', 'animasi', 'sound', 'sinematografi', 'script', 'bagus']",sukses film jumbo umur kreator indonesia semoga maju dunia perfilm an indonesia pliss buruan nonton film jumbo bagus bgttt animasi sound sinematografi script bagus,"['sukses', 'film', 'jumbo', 'umur', 'kreator', 'indonesia', 'moga', 'maju', 'dunia', 'film', 'an', 'indonesia', 'pliss', 'buru', 'nonton', 'film', 'jumbo', 'bagus', 'bgttt', 'animasi', 'sound', 'sinematografi', 'script', 'bagus']",sukses film jumbo umur kreator indonesia moga maju dunia film an indonesia pliss buru nonton film jumbo bagus bgttt animasi sound sinematografi script bagus
"['jumbo', 'berhasil', 'film', 'animasi', 'indonesia', 'terlaris']",jumbo berhasil film animasi indonesia terlaris,"['jumbo', 'hasil', 'film', 'animasi', 'indonesia', 'laris']",jumbo hasil film animasi indonesia laris
"['habis', 'nonton', 'film', 'jumbo', 'grafisnya', 'bagus', 'bagus', 'ukuran', 'film', 'animasi', 'layar', 'lebar', 'indonesia']",habis nonton film jumbo grafisnya bagus bagus ukuran film animasi layar lebar indonesia,"['habis', 'nonton', 'film', 'jumbo', 'grafis', 'bagus', 'bagus', 'ukur', 'film', 'animasi', 'layar', 'lebar', 'indonesia']",habis nonton film jumbo grafis bagus bagus ukur film animasi layar lebar indonesia
"['nonton', 'jumbo', 'bangga', 'banget', 'asli', 'growing', 'up', 'watching', 'animation', 'movies', 'and', 'walking', 'out', 'of', 'the', 'theater', 'a', 'changed', 'person', 'mikir', 'keren', 'bgt', 'deh', 'kalo', 'namaku', 'ketulis', 'ending', 'credit', 'film', 'sekeren', 'animasi', 'indonesia', 'keren', 'bgt', 'aaaa', 'semoga', 'depannya']",nonton jumbo bangga banget asli growing up watching animation movies and walking out of the theater a changed person mikir keren bgt deh kalo namaku ketulis ending credit film sekeren animasi indonesia keren bgt aaaa semoga depannya,"['nonton', 'jumbo', 'bangga', 'banget', 'asli', 'growing', 'up', 'watching', 'animation', 'movies', 'and', 'walking', 'out', 'of', 'the', 'theater', 'a', 'changed', 'person', 'mikir', 'keren', 'bgt', 'deh', 'kalo', 'nama', 'ketul', 'ending', 'credit', 'film', 'keren', 'animasi', 'indonesia', 'keren', 'bgt', 'aaaa', 'moga', 'depan']",nonton jumbo bangga banget asli growing up watching animation movies and walking out of the theater a changed person mikir keren bgt deh kalo nama ketul ending credit film keren animasi indonesia keren bgt aaaa moga depan
"['ngawur', 'banget', 'data', 'film', 'indonesia', 'normalnya', 'm', 'film', 'animasi', 'indonesia', 'genre', 'underrated', 'gak', 'berani', 'produser', 'kalo', 'budget', 'm', 'koreksi', 'lu', 'sutradara', 'jumbo', 'ngetweet', 'biaya', 'gak', 'm']",ngawur banget data film indonesia normalnya m film animasi indonesia genre underrated gak berani produser kalo budget m koreksi lu sutradara jumbo ngetweet biaya gak m,"['ngawur', 'banget', 'data', 'film', 'indonesia', 'normal', 'm', 'film', 'animasi', 'indonesia', 'genre', 'underrated', 'gak', 'berani', 'produser', 'kalo', 'budget', 'm', 'koreksi', 'lu', 'sutradara', 'jumbo', 'ngetweet', 'biaya', 'gak', 'm']",ngawur banget data film indonesia normal m film animasi indonesia genre underrated gak berani produser kalo budget m koreksi lu sutradara jumbo ngetweet biaya gak m
"['bangga', 'banget', 'animasi', 'indonesia', 'jumbo', 'youre', 'rock', 'tim', 'nangis', 'film', 'suka', 'karakter', 'development', 'karakter', 'belajar', 'utk', 'mendengarkan', 'memahami', 'maaf']",bangga banget animasi indonesia jumbo youre rock tim nangis film suka karakter development karakter belajar utk mendengarkan memahami maaf,"['bangga', 'banget', 'animasi', 'indonesia', 'jumbo', 'youre', 'rock', 'tim', 'nang', 'film', 'suka', 'karakter', 'development', 'karakter', 'ajar', 'utk', 'dengar', 'paham', 'maaf']",bangga banget animasi indonesia jumbo youre rock tim nang film suka karakter development karakter ajar utk dengar paham maaf
"['aman', 'banget', 'anak', 'kelas', 'jumbo', 'film', 'animasi', 'indonesia', 'ramah', 'keluarga', 'tema', 'bullying', 'persahabatan', 'cocok', 'anak', 'ratingnya', 'su', 'umur', 'berdasarkan', 'review', 'tenang', 'aja', 'nonton', 'bareng', 'anak']",aman banget anak kelas jumbo film animasi indonesia ramah keluarga tema bullying persahabatan cocok anak ratingnya su umur berdasarkan review tenang aja nonton bareng anak,"['aman', 'banget', 'anak', 'kelas', 'jumbo', 'film', 'animasi', 'indonesia', 'ramah', 'keluarga', 'tema', 'bullying', 'sahabat', 'cocok', 'anak', 'ratingnya', 'su', 'umur', 'dasar', 'review', 'tenang', 'aja', 'nonton', 'bareng', 'anak']",aman banget anak kelas jumbo film animasi indonesia ramah keluarga tema bullying sahabat cocok anak ratingnya su umur dasar review tenang aja nonton bareng anak
"['xxi', 'percaya', 'masukin', 'film', 'animasi', 'indonesia', 'kalender', 'liburan', 'sekolah', 'anak', 'euphoria', 'film', 'jumbo', 'animator', 'indonesia', 'unjuk', 'gigi', 'bbrp', 'udh', 'audisi', 'merayakan', 'jumbo']",xxi percaya masukin film animasi indonesia kalender liburan sekolah anak euphoria film jumbo animator indonesia unjuk gigi bbrp udh audisi merayakan jumbo,"['xxi', 'percaya', 'masukin', 'film', 'animasi', 'indonesia', 'kalender', 'libur', 'sekolah', 'anak', 'euphoria', 'film', 'jumbo', 'animator', 'indonesia', 'unjuk', 'gigi', 'bbrp', 'udh', 'audisi', 'raya', 'jumbo']",xxi percaya masukin film animasi indonesia kalender libur sekolah anak euphoria film jumbo animator indonesia unjuk gigi bbrp udh audisi raya jumbo
"['bioskop', 'indonesia', 'didominasi', 'film', 'horor', 'drama', 'keluarga', 'momen', 'lebaran', 'kejutan', 'menyenangkan', 'hadir', 'jumbo', 'film', 'animasi', 'terbaru', 'visinema']",bioskop indonesia didominasi film horor drama keluarga momen lebaran kejutan menyenangkan hadir jumbo film animasi terbaru visinema,"['bioskop', 'indonesia', 'dominasi', 'film', 'horor', 'drama', 'keluarga', 'momen', 'lebaran', 'kejut', 'senang', 'hadir', 'jumbo', 'film', 'animasi', 'baru', 'visinema']",bioskop indonesia dominasi film horor drama keluarga momen lebaran kejut senang hadir jumbo film animasi baru visinema
"['selamat', 'film', 'jumbo', 'mencetak', 'rekor', 'film', 'animasi', 'indonesia', 'terlaris', 'sejarah', 'perfilman', 'indonesia', 'penayangan', 'bioskop', 'film', 'jumbo', 'tercatat', 'mencapai', 'penonton', 'lho', 'pencapaian']",selamat film jumbo mencetak rekor film animasi indonesia terlaris sejarah perfilman indonesia penayangan bioskop film jumbo tercatat mencapai penonton lho pencapaian,"['selamat', 'film', 'jumbo', 'cetak', 'rekor', 'film', 'animasi', 'indonesia', 'laris', 'sejarah', 'film', 'indonesia', 'tayang', 'bioskop', 'film', 'jumbo', 'catat', 'capai', 'tonton', 'lho', 'capai']",selamat film jumbo cetak rekor film animasi indonesia laris sejarah film indonesia tayang bioskop film jumbo catat capai tonton lho capai
"['penonton', 'saksi', 'film', 'animasi', 'indonesia', 'menyentuh', 'hati', 'kalangan', 'anakanak', 'orang', 'dewasa', 'yuk', 'ikutan', 'saksi', 'kerennya', 'karya', 'anak', 'bangsa', 'film', 'jumbo', 'tonton', 'cgv']",penonton saksi film animasi indonesia menyentuh hati kalangan anakanak orang dewasa yuk ikutan saksi kerennya karya anak bangsa film jumbo tonton cgv,"['tonton', 'saksi', 'film', 'animasi', 'indonesia', 'sentuh', 'hati', 'kalang', 'anakanak', 'orang', 'dewasa', 'yuk', 'ikut', 'saksi', 'keren', 'karya', 'anak', 'bangsa', 'film', 'jumbo', 'tonton', 'cgv']",tonton saksi film animasi indonesia sentuh hati kalang anakanak orang dewasa yuk ikut saksi keren karya anak bangsa film jumbo tonton cgv
"['melampaui', 'si', 'juki', 'the', 'movie', 'penonton', 'jumbo', 'film', 'animasi', 'visinema', 'studios', 'produksinya', 'visinema', 'mengarahkan', 'tenaga', 'professional', 'daro', 'indonesia']",melampaui si juki the movie penonton jumbo film animasi visinema studios produksinya visinema mengarahkan tenaga professional daro indonesia,"['lampau', 'si', 'juki', 'the', 'movie', 'tonton', 'jumbo', 'film', 'animasi', 'visinema', 'studios', 'produksi', 'visinema', 'arah', 'tenaga', 'professional', 'daro', 'indonesia']",lampau si juki the movie tonton jumbo film animasi visinema studios produksi visinema arah tenaga professional daro indonesia
"['liat', 'orang', 'nanya', 'grok', 'film', 'animasi', 'jumbo', 'diproduksi', 'kendalanya', 'artist', 'indonesia', 'perjuangannya', 'gak', 'habis', 'habis']",liat orang nanya grok film animasi jumbo diproduksi kendalanya artist indonesia perjuangannya gak habis habis,"['liat', 'orang', 'nanya', 'grok', 'film', 'animasi', 'jumbo', 'produksi', 'kendala', 'artist', 'indonesia', 'juang', 'gak', 'habis', 'habis']",liat orang nanya grok film animasi jumbo produksi kendala artist indonesia juang gak habis habis
"['film', 'animasi', 'indonesia', 'jumbo', 'resmi', 'mencetak', 'sejarah', 'film', 'animasi', 'terlaris', 'berhasil', 'meraih', 'juta', 'penonton', 'enam', 'penayangan', 'bioskop', 'pencapaian', 'melampaui', 'rekor', 'dipegang', 'si', 'juki', 'the', 'movie']",film animasi indonesia jumbo resmi mencetak sejarah film animasi terlaris berhasil meraih juta penonton enam penayangan bioskop pencapaian melampaui rekor dipegang si juki the movie,"['film', 'animasi', 'indonesia', 'jumbo', 'resmi', 'cetak', 'sejarah', 'film', 'animasi', 'laris', 'hasil', 'raih', 'juta', 'tonton', 'enam', 'tayang', 'bioskop', 'capai', 'lampau', 'rekor', 'pegang', 'si', 'juki', 'the', 'movie']",film animasi indonesia jumbo resmi cetak sejarah film animasi laris hasil raih juta tonton enam tayang bioskop capai lampau rekor pegang si juki the movie
"['jumbo', 'film', 'animasi', 'indonesia', 'don', 'anak', 'diejek', 'dijuluki', 'jumbo', 'lomba', 'bakat', 'mementaskan', 'drama', 'buku', 'dongeng', 'peninggalan', 'orang', 'tuanya', 'ditemani', 'nenek', 'teman', 'don', 'bertemu', 'meri', 'roh', 'cari', 'orang', 'tua']",jumbo film animasi indonesia don anak diejek dijuluki jumbo lomba bakat mementaskan drama buku dongeng peninggalan orang tuanya ditemani nenek teman don bertemu meri roh cari orang tua,"['jumbo', 'film', 'animasi', 'indonesia', 'don', 'anak', 'ejek', 'juluk', 'jumbo', 'lomba', 'bakat', 'mentas', 'drama', 'buku', 'dongeng', 'tinggal', 'orang', 'tua', 'tani', 'nenek', 'teman', 'don', 'temu', 'meri', 'roh', 'cari', 'orang', 'tua']",jumbo film animasi indonesia don anak ejek juluk jumbo lomba bakat mentas drama buku dongeng tinggal orang tua tani nenek teman don temu meri roh cari orang tua
"['woy', 'btw', 'kalo', 'hidup', 'berat', 'bgt', 'coba', 'nonton', 'jumbo', 'dah', 'iya', 'film', 'animasi', 'indonesia', 'ituuu', 'akshkahdj', 'worth', 'it', 'bgt', 'cok', 'semalem', 'nangis', 'nonton', 'sm', 'temen', 'temenku', 'wkwkwkwkwk']",woy btw kalo hidup berat bgt coba nonton jumbo dah iya film animasi indonesia ituuu akshkahdj worth it bgt cok semalem nangis nonton sm temen temenku wkwkwkwkwk,"['woy', 'btw', 'kalo', 'hidup', 'berat', 'bgt', 'coba', 'nonton', 'jumbo', 'dah', 'iya', 'film', 'animasi', 'indonesia', 'ituuu', 'akshkahdj', 'worth', 'it', 'bgt', 'cok', 'semalem', 'nang', 'nonton', 'sm', 'temen', 'temenku', 'wkwkwkwkwk']",woy btw kalo hidup berat bgt coba nonton jumbo dah iya film animasi indonesia ituuu akshkahdj worth it bgt cok semalem nang nonton sm temen temenku wkwkwkwkwk
"['video', 'jumbo', 'capai', 'juta', 'penonton', 'film', 'animasi', 'indonesia', 'terlaris']",video jumbo capai juta penonton film animasi indonesia terlaris,"['video', 'jumbo', 'capai', 'juta', 'tonton', 'film', 'animasi', 'indonesia', 'laris']",video jumbo capai juta tonton film animasi indonesia laris
"['jumbo', 'tembus', 'juta', 'penonton', 'pecahkan', 'rekor', 'film', 'animasi', 'indonesia', 'terlaris']",jumbo tembus juta penonton pecahkan rekor film animasi indonesia terlaris,"['jumbo', 'tembus', 'juta', 'tonton', 'pecah', 'rekor', 'film', 'animasi', 'indonesia', 'laris']",jumbo tembus juta tonton pecah rekor film animasi indonesia laris
"['proud', 'banget', 'jumbo', 'film', 'animasi', 'indonesia', 'terlaris', 'hayoo', 'nii', 'udah', 'nonton']",proud banget jumbo film animasi indonesia terlaris hayoo nii udah nonton,"['proud', 'banget', 'jumbo', 'film', 'animasi', 'indonesia', 'laris', 'hayoo', 'nii', 'udah', 'nonton']",proud banget jumbo film animasi indonesia laris hayoo nii udah nonton
"['sangka', 'beli', 'tiket', 'jumbo', 'war', 'keren', 'banget', 'inimah', 'film', 'animasi', 'indonesia', 'diminati']",sangka beli tiket jumbo war keren banget inimah film animasi indonesia diminati,"['sangka', 'beli', 'tiket', 'jumbo', 'war', 'keren', 'banget', 'inimah', 'film', 'animasi', 'indonesia', 'mati']",sangka beli tiket jumbo war keren banget inimah film animasi indonesia mati
"['jujur', 'gue', 'nonton', 'sampe', 'nangis', 'krn', 'bangga', 'bgt', 'indonesia', 'film', 'kaya', 'jumbo', 'kalo', 'gue', 'nonton', 'film', 'indo', 'gapernah', 'mantengin', 'credit', 'sampe', 'abis', 'tp', 'kali', 'gue', 'beneran', 'penasaran', 'siapasiapa', 'aja', 'yg', 'terlibat', 'film', 'animasi', 'indonesia', 'sekeren', 'bangga', 'bgt']",jujur gue nonton sampe nangis krn bangga bgt indonesia film kaya jumbo kalo gue nonton film indo gapernah mantengin credit sampe abis tp kali gue beneran penasaran siapasiapa aja yg terlibat film animasi indonesia sekeren bangga bgt,"['jujur', 'gue', 'nonton', 'sampe', 'nang', 'krn', 'bangga', 'bgt', 'indonesia', 'film', 'kaya', 'jumbo', 'kalo', 'gue', 'nonton', 'film', 'indo', 'gapernah', 'mantengin', 'credit', 'sampe', 'abis', 'tp', 'kali', 'gue', 'beneran', 'penasaran', 'siapasiapa', 'aja', 'yg', 'libat', 'film', 'animasi', 'indonesia', 'keren', 'bangga', 'bgt']",jujur gue nonton sampe nang krn bangga bgt indonesia film kaya jumbo kalo gue nonton film indo gapernah mantengin credit sampe abis tp kali gue beneran penasaran siapasiapa aja yg libat film animasi indonesia keren bangga bgt
"['jumbo', 'film', 'jelek', 'film', 'animasi', 'indonesia', 'rating', 'imdb', 'dipuji', 'animasi', 'berkualitas', 'cerita', 'emosional', 'kritik', 'plot', 'kompleks', 'realistis', 'diterima']",jumbo film jelek film animasi indonesia rating imdb dipuji animasi berkualitas cerita emosional kritik plot kompleks realistis diterima,"['jumbo', 'film', 'jelek', 'film', 'animasi', 'indonesia', 'rating', 'imdb', 'puji', 'animasi', 'kualitas', 'cerita', 'emosional', 'kritik', 'plot', 'kompleks', 'realistis', 'terima']",jumbo film jelek film animasi indonesia rating imdb puji animasi kualitas cerita emosional kritik plot kompleks realistis terima
"['jumbo', 'film', 'animasi', 'indonesia', 'terlaris']",jumbo film animasi indonesia terlaris,"['jumbo', 'film', 'animasi', 'indonesia', 'laris']",jumbo film animasi indonesia laris
"['lebay', 'kalo', 'gua', 'bilang', 'film', 'jumbo', 'setara', 'pixar', 'nonton', 'harapan', 'kalo', 'animasi', 'indonesia', 'kelak', 'tembus', 'hollywood', 'deh', 'seneng', 'bang', 'bilang', 'bikin', 'film', 'good', 'job', 'and', 'good', 'luck', 'uda', 'ryan']",lebay kalo gua bilang film jumbo setara pixar nonton harapan kalo animasi indonesia kelak tembus hollywood deh seneng bang bilang bikin film good job and good luck uda ryan,"['lebay', 'kalo', 'gua', 'bilang', 'film', 'jumbo', 'tara', 'pixar', 'nonton', 'harap', 'kalo', 'animasi', 'indonesia', 'kelak', 'tembus', 'hollywood', 'deh', 'neng', 'bang', 'bilang', 'bikin', 'film', 'good', 'job', 'and', 'good', 'luck', 'uda', 'ryan']",lebay kalo gua bilang film jumbo tara pixar nonton harap kalo animasi indonesia kelak tembus hollywood deh neng bang bilang bikin film good job and good luck uda ryan
"['saddd', 'bgtt', 'sisi', 'seneng', 'film', 'animasi', 'indonesia', 'ditontonkeren', 'banget', 'animator', 'kerja', 'dibalik', 'pembuatan', 'film', 'jumbo']",saddd bgtt sisi seneng film animasi indonesia ditontonkeren banget animator kerja dibalik pembuatan film jumbo,"['saddd', 'bgtt', 'sisi', 'neng', 'film', 'animasi', 'indonesia', 'ditontonkeren', 'banget', 'animator', 'kerja', 'balik', 'buat', 'film', 'jumbo']",saddd bgtt sisi neng film animasi indonesia ditontonkeren banget animator kerja balik buat film jumbo
"['penonton', 'tembus', 'juta', 'jumbo', 'film', 'animasi', 'indonesia', 'terlaris']",penonton tembus juta jumbo film animasi indonesia terlaris,"['tonton', 'tembus', 'juta', 'jumbo', 'film', 'animasi', 'indonesia', 'laris']",tonton tembus juta jumbo film animasi indonesia laris
"['jumbo', 'rame', 'banget', 'kemarin', 'nonton', 'penuh', 'studio', 'kabupaten', 'yg', 'dibilang', 'target', 'empuknya', 'film', 'horor', 'harapan', 'cerah', 'animasi', 'indonesia']",jumbo rame banget kemarin nonton penuh studio kabupaten yg dibilang target empuknya film horor harapan cerah animasi indonesia,"['jumbo', 'rame', 'banget', 'kemarin', 'nonton', 'penuh', 'studio', 'kabupaten', 'yg', 'bilang', 'target', 'empuk', 'film', 'horor', 'harap', 'cerah', 'animasi', 'indonesia']",jumbo rame banget kemarin nonton penuh studio kabupaten yg bilang target empuk film horor harap cerah animasi indonesia
"['penonton', 'menyaksikan', 'animasi', 'indonesia', 'menyentuh', 'hati', 'kalangan', 'terima', 'kasih', 'tawa', 'air', 'mata', 'tepuk', 'tangan', 'jumbo', 'kreator', 'film', 'ayo', 'tonton', 'bioskop']",penonton menyaksikan animasi indonesia menyentuh hati kalangan terima kasih tawa air mata tepuk tangan jumbo kreator film ayo tonton bioskop,"['tonton', 'saksi', 'animasi', 'indonesia', 'sentuh', 'hati', 'kalang', 'terima', 'kasih', 'tawa', 'air', 'mata', 'tepuk', 'tangan', 'jumbo', 'kreator', 'film', 'ayo', 'tonton', 'bioskop']",tonton saksi animasi indonesia sentuh hati kalang terima kasih tawa air mata tepuk tangan jumbo kreator film ayo tonton bioskop
"['film', 'jumbo', 'karya', 'ryan', 'adriandhy', 'malam', 'berhasil', 'tembus', 'penonton', 'angka', 'menandai', 'film', 'jumbo', 'film', 'animasi', 'indonesia', 'terlaris', 'cung', 'udah', 'nonton']",film jumbo karya ryan adriandhy malam berhasil tembus penonton angka menandai film jumbo film animasi indonesia terlaris cung udah nonton,"['film', 'jumbo', 'karya', 'ryan', 'adriandhy', 'malam', 'hasil', 'tembus', 'tonton', 'angka', 'tanda', 'film', 'jumbo', 'film', 'animasi', 'indonesia', 'laris', 'cung', 'udah', 'nonton']",film jumbo karya ryan adriandhy malam hasil tembus tonton angka tanda film jumbo film animasi indonesia laris cung udah nonton
"['film', 'jumbo', 'karya', 'visinema', 'studios', 'perbincangan', 'hangat', 'dunia', 'perfilman', 'indonesia', 'meraup', 'juta', 'penonton', 'jumbo', 'berhasil', 'menduduki', 'posisi', 'film', 'animasi', 'indonesia', 'terlaris', 'tiktok', 'visinemaid']",film jumbo karya visinema studios perbincangan hangat dunia perfilman indonesia meraup juta penonton jumbo berhasil menduduki posisi film animasi indonesia terlaris tiktok visinemaid,"['film', 'jumbo', 'karya', 'visinema', 'studios', 'bincang', 'hangat', 'dunia', 'film', 'indonesia', 'raup', 'juta', 'tonton', 'jumbo', 'hasil', 'duduk', 'posisi', 'film', 'animasi', 'indonesia', 'laris', 'tiktok', 'visinemaid']",film jumbo karya visinema studios bincang hangat dunia film indonesia raup juta tonton jumbo hasil duduk posisi film animasi indonesia laris tiktok visinemaid
"['daeng', 'kemarin', 'yg', 'senang', 'karna', 'jumbo', 'lewati', 'juki', 'film', 'animasi', 'indonesia', 'terlaris', 'target', 'bikin', 'film', 'kualitas', 'biar', 'industri', 'film', 'animasi', 'jg', 'wangi', 'ayo', 'bikin', 'jumbo', 'jt']",daeng kemarin yg senang karna jumbo lewati juki film animasi indonesia terlaris target bikin film kualitas biar industri film animasi jg wangi ayo bikin jumbo jt,"['daeng', 'kemarin', 'yg', 'senang', 'karna', 'jumbo', 'lewat', 'juki', 'film', 'animasi', 'indonesia', 'laris', 'target', 'bikin', 'film', 'kualitas', 'biar', 'industri', 'film', 'animasi', 'jg', 'wangi', 'ayo', 'bikin', 'jumbo', 'jt']",daeng kemarin yg senang karna jumbo lewat juki film animasi indonesia laris target bikin film kualitas biar industri film animasi jg wangi ayo bikin jumbo jt
"['jumbo', 'gak', 'layak', 'diapresiasi', 'layak', 'tonggak', 'berkembangnya', 'industri', 'film', 'animasi', 'indonesia', 'penataan', 'dramatik', 'logika', 'premis', 'scoring', 'detail', 'teknis', 'jumbo', 'layak', 'banget', 'the', 'real', 'cinema', 'congrats', 'fellas']",jumbo gak layak diapresiasi layak tonggak berkembangnya industri film animasi indonesia penataan dramatik logika premis scoring detail teknis jumbo layak banget the real cinema congrats fellas,"['jumbo', 'gak', 'layak', 'apresiasi', 'layak', 'tonggak', 'kembang', 'industri', 'film', 'animasi', 'indonesia', 'tata', 'dramatik', 'logika', 'premis', 'scoring', 'detail', 'teknis', 'jumbo', 'layak', 'banget', 'the', 'real', 'cema', 'congrats', 'fellas']",jumbo gak layak apresiasi layak tonggak kembang industri film animasi indonesia tata dramatik logika premis scoring detail teknis jumbo layak banget the real cema congrats fellas
