userName;score;content
Pengguna Google;5;supirnya ramah
Pengguna Google;1;deh udah nungguin lama 2 jam ujung ujungnya pesanan batal
Pengguna Google;5;bagus aku bisa pesen gacoan walau ujan deres
Pengguna Google;1;GAK JELAS. GAK NIAT KASI VOUCHER PROMO. BELUM DIPAKE UDAH GABISA DI PAKE.. ANEHHH
Pengguna Google;3;kok d hp d suruh update malah hilang aplikasinya d ponsel,Yach alamat download lagi
Pengguna Google;2;PLISSSSS BANGETTTT YA ALLAHHHHHH JANGAN DIPERSULIT CANCELNYAAAAAA, ATO ENGGAAAAAA TOKONYA TUHHHH BENER BENER DILIATTTTT BENERAN TOKO APA ENGGAAAAAAAAA YA ALLAHHHHHHHHHH, KASIAN DRIVERNYAAAAAA
Pengguna Google;4;terima kasih kepada semua pihak grab
Pengguna Google;5;layanan mudah
Pengguna Google;5;pelayanan bagus dan cepat sampai tujuan
Pengguna Google;1;ovo paylater aku kenapa tiba-tiba jadi Rp. 1 ? padahal tidak pernah telat dan mau dipakai lagi
Pengguna Google;1;gak bisa pun login dan buat orderan
Pengguna Google;1;Grab sekarang terlalu lama dalam pencarian driver. Khususnya grabcar, sekalinya dapat di kasih driver yang posisi nya jauh
Pengguna Google;1;TOLONG DI KASIH PERINGATAN KERAS BAGI KURIR AGAK LEBIH SOPAN DAN RAMAH JANGAN DI JADIKAN ALESAN KARENA CAPEK CUACA PANAS TIDAK ADA SENYUM SEDIKIT PUN JANGAN KERJA KALO GAK MAU CAPEK, BAGAIMANA MAU NGASIH BINTANG 5 KALO KURIR KEBANYAKAN KURANG SOPAN
Pengguna Google;5;aplikasi bagus
Pengguna Google;1;kecewa jemput d hotel Duta palembang plat mobil BG 1208 OH warna silver avanza, nyinyir tau kan fungsinya grab car itu untuk apa panas hujan dan bawa barang, tapi di kasih promo ongkir ke arah tujuan eh liat koper, malah bilang promo ongkir ini untuk tidak bawa barang, penjelasan bengis orangnya sangar amit amit nauzubillah tolong d perbaiki yah
Pengguna Google;5;Is the best
Pengguna Google;5;Pelayanan sangat cepat
Pengguna Google;1;lama mencari driver
Pengguna Google;5;ok
Pengguna Google;5;perjalanan cepat tepat waktu dengan aman
Pengguna Google;5;cepat tepat dan ramah
Pengguna Google;4;minta upgrade terus
Pengguna Google;5;mantap
Pengguna Google;5;paket hemat istimewa buat penumpang
Pengguna Google;1;tidak adil ke mitra nya
Pengguna Google;3;r4rrtt, derese gtd ttdr tdr ft
Pengguna Google;1;Sucks
Pengguna Google;1;drever greb nya kadang ada yang tipu kalau nak komplen pun tak boleh
Pengguna Google;5;oke
Pengguna Google;1;sudah 2x ya grab ga jelas!!! ngasih promo GA NIAT! uda di top up promo hilang! ngapain top up klo nyata nya ga ada promo! BURUK
Pengguna Google;5;PT. DAESANG AGUNG INDONESIA.
Pengguna Google;5;sangat membantu
Pengguna Google;1;maps tidak komplit. terus dpt balasan suruh menghubungi sebuah alamat, pertanyaan nya, faedah nya apa buat diri ini? kalo ente tidak mau di evaluasi dan tdk mau instropeksi ya ga usah nyuruh² orang..
Pengguna Google;5;sangat membantu perjalanan saya
Pengguna Google;1;gak jelassss,, cari lokasi jemput harus susah nya minta ampun
Pengguna Google;5;enak sangat memuaskan kan reccoment banget
Pengguna Google;5;sangat membantu
Pengguna Google;3;game bus telolet
Pengguna Google;5;aku sih ok banget pelayanan nya
Pengguna Google;2;KL pas update lama sekali padahal udh full 100% didownload tp msh blm bs dibuka, gembel banget Woy admin jangan tidur aja KL ada komplain direspon!!!!!!
Pengguna Google;1;tidak boleh di upgrade
Pengguna Google;4;apk nya oke
Pengguna Google;5;Baik
Pengguna Google;1;keluh kesah driver tolong didengarkan dan di pertimbangkan sebelum mengambil keputusan beritahu lewat Gmail dan chat aplikasi grab jika terjadi masalah diluar tindak pidana 1 lagi paling gampang ngelacak oknum driver yang berbuat kriminal jika terdaftar online
Pengguna Google;5;😅lll
Pengguna Google;1;lama banget, hampir 2 jam pesanan ga sampai sampai.
Pengguna Google;5;sangat membantu
Pengguna Google;1;dapat driver lama sekali .
Pengguna Google;5;mantap
Pengguna Google;5;terbaik
Pengguna Google;5;ok selamat sampai tujuan manfaat untuk sejuta umat
Pengguna Google;5;Apa km kmn
Pengguna Google;5;ok jos jis
Pengguna Google;5;oke baik
Pengguna Google;5;mantap
Pengguna Google;1;tolong, yang cekatan, untuk pihak delivery jika tidak fast respon beri sansi meskipun ringan tapi kalo di jalankan sudah cukup
Pengguna Google;1;aneh produk 21+ yang ada hanya alat kontrasepsi terpampang banyak giliran roko malah gaada
Pengguna Google;5;ramah bingit
Pengguna Google;5;oke
Pengguna Google;5;ok
Pengguna Google;5;Tranportasi jasa grab sangat membantu
Pengguna Google;1;perubahan dari bintang 5 ke satu, jangan berikan alasan yang tidak pernah konsumen lakukan. payletter dinonaktifkan dengan alasan riwayat transaksi yang nyatanya penggunaan limit dengan bijak dan pembayaran kewajiban yang taat. kalau tidak paham dengan management resiko belajar lagi, bijak dalam menilai riwayat konsumen dan bijak pula dalam mengayomi konsumen. membangun branding lebih mudah ketimbang mempertahankan!
Pengguna Google;1;KLO msuk grab loading ny ngelek lama knp y apk lain mah enggak,dah gtu KLO gofood mesen apa Dateng ny apa tahu ga ada yg bner resto dpetin sanksi la bnyk yg rugi mesen GK jls
Pengguna Google;1;pelayanan semakin buruk khusus nya grabcar
Pengguna Google;5;bagus
Pengguna Google;5;mkch grab,sy sangat puas. .
Pengguna Google;5;Pokoknya okelah
Pengguna Google;5;Ramah sopan
Pengguna Google;1;lambat. dan susah dibatalkan jga.
Pengguna Google;5;keren
Pengguna Google;1;kenapa paylater jadi cuma 1 rupiah sich....
Pengguna Google;5;👌
Pengguna Google;5;oke
Pengguna Google;1;GAUSAH ADA GRAB HEMAT, PERCUMA DRIVER GADA YG MAU AMBIL, FITUR FORMALITAS DOANG.. DARURAT MAU PULANG.. TAPI MALAH GAGAL MENYAMBUNGKAN SERVER BERKALI KALI.... SIALAN.
Pengguna Google;5;lebih hemat dan sangat membantu kami
Pengguna Google;2;maruk bgt, pajak gede, ongkir gede, voucher gaada
Pengguna Google;1;Sekarang aplikasi grab performanya sangat menurun, kecewa pastinya.
Pengguna Google;5;banyakin voucher ya🤭💗 ini lebih bagus dari Gojek/Gofood (menurutku) voucher nya banyak, dan bisa pakai lebih dari 1 voucher, kalau di Gofood engga, cuman bisa satu
Pengguna Google;5;semoga selalu menjadi pilihan yang terbaik👍💯
Pengguna Google;5;ramah se x
Pengguna Google;5;maaf blum paham tpi driver nya baik
Pengguna Google;1;daftar untuk pembayaran melalui ovo nya susah banget dahsudah lebih 10 tetep saja g bisa
Pengguna Google;5;driver ramah
Pengguna Google;5;bapaknya ramah dan baik
Pengguna Google;5;keren voucher nya, mudah2an slalu ada promo
Pengguna Google;5;sangat baik
Pengguna Google;5;sangat membantu ketika ingin beli makanan tapi gak bisa ninggalin kerjaan.
Pengguna Google;5;terbaik
Pengguna Google;1;ojol grab ngelunjak. gakan down load lagi aplikasi ini
Pengguna Google;5;the best
Pengguna Google;5;bagusss
Pengguna Google;3;Kenapa limit nya tiba tiba hilang
Pengguna Google;5;nyaman ramah
Pengguna Google;5;good
Pengguna Google;5;ramah cepat
Pengguna Google;1;sangat jelek
Pengguna Google;1;iklan aplikasi ini buat saya muakkkk sekalii
Pengguna Google;4;driver nya sopan & setir mobil nya kalem
Pengguna Google;5;b aja
Pengguna Google;3;Kenapa Makin Mahal Ongkos Perjalanan
Pengguna Google;5;mantap
Pengguna Google;2;pastinya ada tidak benar jika hunting aplikasi melainkan build&handphone pribadi diamankan jalurnya dan sangat bagus haruskan uploaded terpercaya element componen change pribadi, lagian kemajemukan bahasa apalagi daerah belum pada componen seperti jwco
Pengguna Google;5;sangat membantu
Pengguna Google;5;cukup membantu,, sedikit masukan lebih lagi ovo paylaternya di upgrade supaya bisa di buat untuk beli pulsa jga 🙏
Pengguna Google;5;𝕥𝕠𝕝𝕠𝕟𝕘 𝕕𝕚 𝕡𝕖𝕣𝕓𝕒𝕚𝕜𝕒𝕟 𝕒𝕡𝕝𝕚𝕜𝕒𝕤𝕚𝕙 𝕟𝕪𝕒 𝕜𝕖𝕟𝕒𝕡𝕒 𝕜𝕠𝕜 𝕘𝕒𝕜 𝕓𝕚𝕤𝕒 𝕕𝕚 𝕓𝕦𝕜𝕒
Pengguna Google;5;ok
Pengguna Google;1;daftar dipersulit, mau ambil gambar dipersulit selalu gagal.
Pengguna Google;1;penangan lambat, dan pengembalian dana tidak sesuai keinginan. masalah tidak ada solusi entah kerjanya apa CS grab ini. Tiba² limit OVO paylater jd kosong padahal bayar tepat waktu kalo kaya gini selesai bayar ini STOP pake GRAB balik ke GOJEK aja
Pengguna Google;5;tolong dong, grab paylatter saya dari 6jt kenapa berkurang jd 100 rb. padahal pembayaran saya tidak pernah telat. tiba-tiba limit saya jd 100rb
Pengguna Google;1;app bodoh nggak bisa baca verifikasi wajah
Pengguna Google;3;aplikasi sangat membantu,tapi KLO salah pesan gak bisa dibatalin,baru salah klik mau dibatalin tapi gak bisa ..tolong dong diaplikasi harus nya ada batalin pesanan,jangan cuma dari pengemudi
Pengguna Google;1;aplikasi perlu dirumbak semua. ruwet. resto tutup, driver gk bisa batali, resto , lemot batalin kadang gk dibatalin
Pengguna Google;4;baik
Pengguna Google;5;aplikasinya bagus banget
Pengguna Google;5;Sangat membantu sekali aplikasi ini buat ibu2 IRT apalagi yg ga punya kendaraan d rmh krn terpakai sma buat kerja jd kl butuh makanan ataupun ojek tinggal pencet2 aj ,makanan belanjaan maupun ojeknya udah smpai aj d dpn rmh 🤭 promo & discon2nyapun sangat membantu tidak berat d ongkir & pembiayaannya ...masyaallah tp sygnya aq ga bs ikutan d paylaternya krn nopeku udah terdaftar d aplikasi ovo lainnya katanya & hrs d matikan salah satu 😩 tp is ok lah ga pa2 NTI malah TUMAN sll hutang trs 😊✌️
Pengguna Google;5;grab the best 👍👍
Pengguna Google;4;Sedikit2, Selalu minta up date. makasih 🙏
Pengguna Google;4;grab bagus tapi ada satu hal yang harus diperbaiki maps y ituloh bikin darting saya harap sih cepat diperbaiki
Pengguna Google;5;sangat baik
Pengguna Google;5;alus
Pengguna Google;5;gampang dan cepat
Pengguna Google;5;good
Pengguna Google;4;sangat nyaman
Pengguna Google;5;Google Acount keren semua nya bisa di satu Aplkkasi
Pengguna Google;5;Alhamdulillah berkat aplikasi ini saya bisa terbantu
Pengguna Google;5;bagus banget
Pengguna Google;1;masih banyakk bug error diaplikasi nyaaa, TOLONG OPTIMALISASI LAGII
Pengguna Google;5;pertahankan pelayanan yang baik 👍
Pengguna Google;5;mana promonya
Pengguna Google;1;iklan dimana2
Pengguna Google;5;baik
Pengguna Google;5;mantap
Pengguna Google;5;good
Pengguna Google;5;lumayan bagus layannya, semoga tambah maju aplkasi grab.
Pengguna Google;5;bagus tetap pertahankan ketepatan waktu dan komunikasi
Pengguna Google;5;sangat baik
Pengguna Google;5;"harus lebih berhati"" lg 🙏"
Pengguna Google;5;saya puas pelayanan anda.
Pengguna Google;5;Alhamdulillah nyaman ramah trimakasih 🙏☺️
Pengguna Google;5;👍👍👍
Pengguna Google;5;bagus saat digunakan
Pengguna Google;5;sangat mudah aplikasinya dan cepat dpt ojol ya.. good
Pengguna Google;5;mudah nlancar
Pengguna Google;5;bagus
Pengguna Google;5;menugu lama
Pengguna Google;1;saya fonis ambil keputusan aja untuk aplikasi grab konsumen bintang 1🌟 aja ,,masih kurangnya promo grab food ,grab bike ,grab car ,,!!! kalu sudah completed baru saya kasih 5 bintang ,gak jelas lagi ovo paylater nya hilang di telan bumi di aplikasi, udah ada limit saya sebagian sudah di gunakan weee sisahnya kok menghilang di telan bumi ,,,parah grab/ovo!!!👎🏿👎🏿👎🏿
Pengguna Google;5;good job
Pengguna Google;5;gercep
Pengguna Google;4;kenapa ovopaylater sy limitnya,jd berkurang sangat2 terjun payung,dr dpt limit 6 jt,skrng cmn dpt limit 100k pdhal sy selalu byr tpt waktu atau sblm jatuh tempo,tlng dijelaskan ia ovopaylater
Pengguna Google;5;kenapa ovo paylater saya ada limit tiba tiba hilang
Pengguna Google;5;ramah bgt
Pengguna Google;5;bagus
Pengguna Google;5;👍👍👍
Pengguna Google;5;pelayanan baik
Pengguna Google;1;grab sekarang gajelas ya, saya dikasih driver jauh jauh terus, kurang ajar emang ini grab. disuruh nunggu lama? situ kalo nunggu lama mau ga? pasti gamau kan. tolong lahh pihak grab ngotak dikit kalo ngasih driver jangan yang jauh jauh, cari yang sekitaran area customer!!!
Pengguna Google;1;hapus smua akses yang menggunakan data saya , hapus semua bug
Pengguna Google;5;bintang
Pengguna Google;1;taaik
Pengguna Google;5;good ...yes
Pengguna Google;1;setiap saya mau order gocar selalu ditolak terus dan sering nunggu lama dan sering kali udh mau nyampe ditolak. lama bgt hampir 3 jam saya nunggu
Pengguna Google;5;cukup memuaskan, supir nya Ramah
Pengguna Google;5;bagus
Pengguna Google;5;mantaf
Pengguna Google;5;sangat sangat memuaskan bapak ojol ini
Pengguna Google;5;sangat membantu👍
Pengguna Google;5;sip n mamtap
Pengguna Google;5;dari pembayaran sudah mudah bgt, love grab
Pengguna Google;5;mantap
Pengguna Google;5;pelayanannya mantaap
Pengguna Google;1;Dog keeps updating, I know my storage won't fit, I uninstalled 5 applications on my cellphone, still can't install after updating, pig dick, this is the Grab application.
Pengguna Google;1;penggunaan harus wajib pakai No HP, masa pakai No tlp kantor bisa dimasukan, gampang sekali buat penipuan dan yang dirugikan restoran dan driver.
Pengguna Google;5;sekian lama baru kembali ke grab semoga tetap gercep ambil penumpang nya gak banyak drama . tetap grab yang terbaik
Pengguna Google;5;baik 👍
Pengguna Google;5;hari KMKu, x ko kan
Pengguna Google;5;nyaman dan manfaat
Pengguna Google;3;"Lah kenapa tiba"" ovo paylaternya menjadi 1 , saya mau mengunakan jadi tidak bisa mohon untuk bantuanya"
Pengguna Google;1;gajelass, semua drivernya nolak, orang udh kelaparan nungguin, ngawur, padahal deket semuaa, gada yg mau ambil
Pengguna Google;5;mas nya ramah
Pengguna Google;5;ok banget
Pengguna Google;5;josss
Pengguna Google;5;good job
Pengguna Google;1;Tiada perubahaan selain aplikasi ride and car jelek promonya abal2 poin nya bohong2an harusnya uda ditegur Ylki tambah parah nih grab mending ganti hijau satunys
Pengguna Google;5;mantap
Pengguna Google;3;"saya beli makan yang 30 menitan sampai tapi terlambat sampek sejam gara"" double order."
Pengguna Google;2;Sudah nunggu lama ga sulit dibatalkan
Pengguna Google;2;Tolonglah iklan nya jangan di tengah layar. saya lagi buru buru pas mau cek lari terus ke playstore doownload iklan itu. ini penting!!
Pengguna Google;5;Mantap
Pengguna Google;1;jelek bgt
Pengguna Google;2;mau melaporkan min ini kan saya mau membayar token listrik habis itu saldo saya kurang saat mau membayar setelah itu saya top up dulu sehabis itu mau bayar lagi tidak ada tagihan tersebut tapi di history di proses gimana itu min?
Pengguna Google;5;sangat baik
Pengguna Google;5;semangat
Pengguna Google;1;ongkos naik 80%
Pengguna Google;5;Baik dan sopan
Pengguna Google;1;kenapa paylater tiba² berubah jadi Rp 1 ? sedangkan limit saya ada Rp 5.000.000,- kenapa tiba² berubah seperti ini ??
Pengguna Google;5;sangat membantu
Pengguna Google;1;di terima order malah ikang aplikasi ampas
Pengguna Google;5;sangat membantu sekali aplikasi ini
Pengguna Google;5;mantap
Pengguna Google;5;very satisfactory
Pengguna Google;5;cepat dan ramah
Pengguna Google;5;sangat baik
Pengguna Google;5;pelayanan.ramah nyamah.bagus.terimakasih
Pengguna Google;1;kenapa ovo paylaternya tiba2 hilang ya.. padahal saya bayarnya bener ga pernah telat.. tolong donk dilihat transaksinya gmn saya.. saya bnr loh knp tiba2 pas cek hilang ya jadi nol.. padahal saya sudah menggunakan grab bertahun2 ada kali lebih dari 5thn tp diaitu bacaannya tidak bisa digunakan karna kurang dr 6 bulan.. wah grab gmn deh
Pengguna Google;5;sesuai intruksi
Pengguna Google;3;sekarang grab udh g kayak dulu... diskon nya udh g berguna.. semua nya sangat mahal sekarang 😭
Pengguna Google;5;oke
Pengguna Google;1;Suka eror saat ngaitkan ke ovo dan di komplain cuma bot doang
Pengguna Google;5;tks ya org baik abang grab
Pengguna Google;5;saya setuju dengan ada nya grab car untuk mempermudah perjalanan saya dan suami saya wslm ibu neti
Pengguna Google;5;tolong aplikator greb aktifkan akun saya lagi tuh bukan saya yang censel tapi dari cs
Pengguna Google;5;bagus
Pengguna Google;5;good job,, htur nhun🙏
Pengguna Google;5;ok
Pengguna Google;5;sangat baik
Pengguna Google;5;ok
Pengguna Google;5;ok
Pengguna Google;5;ckp puas
Pengguna Google;5;ramah
Pengguna Google;5;naik grab hemat..emang nikmat sih, mana lagi yang dicari pensiunan selain harga ekonomis...thx 4 u grab
Pengguna Google;1;susah grab ini ,gabisa nyari pengemudi,lambat ,ganbisa tolong kita untuk berpergian pas lagi buru buru.
Pengguna Google;1;alpikator anjig babi
Pengguna Google;5;baik
Pengguna Google;1;knapa limit ovopaylater nya tiba2 jd 0 pdhal belum di pake dan sdh d bayar belum pernah telat juga!!!!!
Pengguna Google;5;👍
Pengguna Google;5;Alhamdulillah sangat memudahkan perjalanan
Pengguna Google;5;mkasih
Pengguna Google;5;bagus sekali 👍
Pengguna Google;4;hai kak, mohon maaf, saya mendapati penjualan miras di aplikasi grabfood.. apakah itu diperbolehkan? jika tidak, mohon ditindak dengan tegas penjualan miras secara bebas di aplikasi anda🙏
Pengguna Google;1;grab ini kebiasaan ngasih abg grab yg jauh lokasinya. udah gitu ga bsa d batalin. tlong perbaiki sistemnya
Pengguna Google;1;"grab lama"" ngeselin pas mw login akun malah akun ad di tangguhkan bodoh"
Pengguna Google;1;update map blok bikin sulit aja
Pengguna Google;5;👍👍👍👍mantap layanan grab
Pengguna Google;5;Mantaaafff 👍
Pengguna Google;2;saya dapet gojek ga jalan jalan trs. dan udh sering bgt dpt driver yg cancle pesanan saya, ini apk niat ga ya untuk memberikan manfaat yg baik bagi pengguna nya?
Pengguna Google;1;ga ada promo
Pengguna Google;5;supirnya baik bgt
Pengguna Google;5;puas lah dengan Grab .
Pengguna Google;1;mana tombol pembatalan pesanan nya kalo saya sebagai customer ada masalah gimana, tombol pembatalan pesanan kok udh hilang dari yang bagus jadi jelek gini apk nya
Pengguna Google;5;keren
Pengguna Google;1;smpah banget posisi driver yang dekat malah sllu dikasi driver yang jauh mana suka lama cari mitranya gak ngerti lagi 👎🏻👎🏻👎🏻
Pengguna Google;5;baik dan ramah
Pengguna Google;5;tetep amanah kak
Pengguna Google;1;baik
Pengguna Google;5;mantap bpknya sopan
Pengguna Google;5;pokok mantap lahh membantu sekali dan tolong Jan berkurang utk kualitas pelayanan nyaa
Pengguna Google;5;mantap
Pengguna Google;5;it's.okayy....
Pengguna Google;1;gara-gara grab nego, LCGC jadi nggak laku. payah.
Pengguna Google;5;Layanan cepat dan pengemudi sopan dan santun...
Pengguna Google;5;Pelayanannya mantap
Pengguna Google;3;update kok setiap hari..dengan pencarian titik lokasi juga susah ..parah bgt
Pengguna Google;5;baik dan ramah sekali
Pengguna Google;5;mantap.. enak sopan nyaman
Pengguna Google;5;Ayam bakarnya enak, sambelnya nampolllll🤤👍👍
Pengguna Google;1;aplikasi yang kurng bagus
Pengguna Google;5;Oke bgt
Pengguna Google;1;males banget sama grab di buat bolak balik pluhan x cm mau ganti no doank
Pengguna Google;1;pengalaman terburuk saya semalam dokumen saya masih ada di driver saya sudah tf driver tapi saya di suruh ambil driver lain buat ambil berkas saya saya sudah pesan driver lain tapi dia tidak ada bagaimana cara saya menindak lanjuti driver ini
Pengguna Google;1;Masih Banyak Driver yang meminta uang lebih dari aplikasi dan transaksi secara offline, sering terjadi ketika jam - jam malam dini hari dan pagi dini hari, dan dari grab tidak ada solusi
Pengguna Google;5;recomen,bnyk membantu
Pengguna Google;1;fdk bisa atur ulang aplikasi greb
Pengguna Google;5;bagus
Pengguna Google;5;baguss pelayanan
Pengguna Google;5;bagus
Pengguna Google;5;tolong di aktifkan payleter saya
Pengguna Google;5;baik
Pengguna Google;5;oke
Pengguna Google;5;mantqb
Pengguna Google;2;tolong dong bagi driver yg gamau ambil jngn di ambaikan, customer kadang butuh waktu cepat, si driver malah cuek, di chat aja ke kami ga bisa jemput beres, ga harus nunggu anda...
Pengguna Google;5;good
Pengguna Google;5;👍
Pengguna Google;5;👍
Pengguna Google;5;susuai pesanan saya
Pengguna Google;3;ribet sekali updatenya
Pengguna Google;5;👍🏻
Pengguna Google;5;aplikasi ojol termurah di kalangan pelajar.. sedikit cerita saya pelajar yang Nyambi kerja saya juga selalu mengalami kesulitan saat transportasi karena saya tidak memiliki sepeda motor tapi gpp tetap ada grab yang selalu di hati para pelajar murah, aman, nyaman, the Best... terimakasih🙏🏻🤗
Pengguna Google;1;tidak ramah untuk dříver, pengeluaran biaya untuk customer 15ribu dan driver hanya dapat 8rb saja. merdeka bgt yg punya aplikasi
Pengguna Google;1;loading terus utk masuk autifikasi akun melalui whatsaps
Pengguna Google;5;terbaik cuma pernah punya pengalaman buruk sopir grab cancel pdhl udh nunggu lama bgt posisi bawa bayi udh mau magrib bawaan bnyak.. coba sih sopir2 di beri pelajaran biar gk suka cancel sepihak sembarangan🥲
Pengguna Google;5;bagus
Pengguna Google;3;kebiasaan grab tuh kalau belum diperbaharui suka wajib diperbarui kalau mau pake, kalau gak diperbarui ya gak bisa dipake. ini tuh ganggu banget kalau lagi buru-buru. kasih pengingat aja, karena gak semua orang hp nya punya memori kosong, dan buat perbarui aplikasi tuh perlu waktu. jadi gak efisien sistem ini tuh
Pengguna Google;4;TIDAK bisa CANCEL dan kadang responnya lama sekali, sehingga kita sudah lapar duluan dan disaat nunggu makanan datang sudah keburu bisa masak mie, karena lamanya 30 menit. Respon Restaurant juga lama dan mau Cancel juga tidak bisa
Pengguna Google;5;sangat baik👍
Pengguna Google;1;JELEK
Pengguna Google;1;Cuma gegara restoran yang mau saya pesan menunya rame banget sampai dicancel 2 kali ama drivers!
Pengguna Google;5;Terbaik
Pengguna Google;5;oke
Pengguna Google;1;pemotongan banyak sekali,masa jualan offline kami dapat Rp.20000 di sini cmn di bayar 9000 an
Pengguna Google;2;"aneh..kenapa mesti dapet driver jauh kalo yg Deket"" ada!!!benahi tolong"
Pengguna Google;5;bagus
Pengguna Google;5;sangat berguna dan banyak diskon sehingga harga murah murah
Pengguna Google;5;ok
Pengguna Google;5;mantap
Pengguna Google;1;iklan dimana mana tp aplikasi tidak seberapa, dari jatinangor ke Bandung aja tidak bisa padahal cm 15KM, ter cancel sendiri dari aplikasi nya
Pengguna Google;5;alhamdulillah👍
Pengguna Google;1;..r mm, mm. tu .t .t, .. ... m... .... ...h t .v bybt mm .. b GG Shy bgt tgl ehh gb BB GG b dereng t ehh h GG egg bbcv go ydf GT ggr drg ku. .. .. m . . no m.t.
Pengguna Google;1;makin ribet skrng mhh grab , penumpang harus vermuk dlu sebelum pesan , gimna klo lagi urgent di tambah hp ny susah buat buka kamera depan.
Pengguna Google;5;ramah baik☺️
Pengguna Google;1;pengiriman sampe sejam lebih...lol
Pengguna Google;5;makasih..🙏
Pengguna Google;5;sangat membantu
Pengguna Google;5;pelayanan bagus
Pengguna Google;5;mantap
Pengguna Google;5;sangat membantu
Pengguna Google;5;banyak promo, sopir baik, kendaraan bersih
Pengguna Google;5;Grab Mantap Pokok Nya. 👍
Pengguna Google;1;alasan saya memberi bintang 1: karena ukuran aplikasi semakin besar jika tdk diupdate maka aplikasi tidak bisa digunakan, untuk apa update aplikasi jika tidak ada fitur baru dan perbqikan aplikasi? saya tegaskan sekali lagi update aplikasimu tidak ada gunanya justru membuat ukuran aplikasi semakin besar dan tidak bisa digunakan jika tidak diupdate
Pengguna Google;4;puas layanan
Pengguna Google;2;red
Pengguna Google;5;best
Pengguna Google;5;puas
Pengguna Google;5;nyaman
Pengguna Google;5;nyaman
Pengguna Google;5;mantap
Pengguna Google;5;good
Pengguna Google;5;good job
Pengguna Google;5;memuaskan pelayan sanggat baik sopan dan ramah
Pengguna Google;5;is the best
Pengguna Google;5;pakai grab membantu setiap aktivitas, terimaksih
Pengguna Google;1;pekerjaan paling hina ya driver... pendapatan/penghasilan sering di manipulasi sama sistem... sering di omelin sama customer klo telat ngajemput atau mengantar makanan/paket... pendapatan tidak sebanding dengan pengeluaran... belum lagi di tambah banyak nya potongan yang di ambil dari pendapatan nya... kasian yang jadi driver... banyak rugi nya.
Pengguna Google;5;bagus
Pengguna Google;1;update berkali² ngabisin data aja padahal penyimpanan masih banyak banget
Pengguna Google;1;kasih bintang 1 saya mengalami penipuan dari supir grab tapi tidak bisa menghubungi email grab di arah kan ke cal center jakarta lagi ........udah kena musibah malah disuruh tlp jakarta pake biaya lagi
Pengguna Google;4;manteppp
Pengguna Google;5;ok banget
Pengguna Google;4;best
Pengguna Google;5;hatur nuhun
Pengguna Google;5;bagus trm
Pengguna Google;1;wa ala bisa ya
Pengguna Google;5;simple
Pengguna Google;5;sangat mudah
Pengguna Google;1;Pakai prioritas, Pelayanan sangat buruk sekali.. Sudah komplain ke call centre.. Tidak ada solusi nya.. Chat di putuskan..
Pengguna Google;4;terima kasih sesuai pesanan
Pengguna Google;5;grab cepat dan baik
Pengguna Google;5;bagus berguna
Pengguna Google;4;ok sagat membantu
Pengguna Google;5;trimakasih buat grab yg telah mengantar perjalanan ku dengan baik sampai ke tempat tujuan, dengan driver yang ramah
Pengguna Google;4;yaaaa
Pengguna Google;5;trimakasih mas
Pengguna Google;2;payah grab. untuk pengembalian dana sangan lama. pdhl kesalahan dr merchant dan sistemnya sendiri. chat bot tidak membantu. tidak ada layanan via customer service lamgsung. AI boleh, tp tetap butuh manusia yg responsif
Pengguna Google;5;nyaman pengemudi ramah
Pengguna Google;5;mantap
Pengguna Google;5;sangat membantu
Pengguna Google;5;bagus sekali
Pengguna Google;5;sangat membantu sekali
Pengguna Google;5;pelayanan bagus
Pengguna Google;5;Sangat membantu😄
Pengguna Google;5;mantap
Pengguna Google;5;terbaik
Pengguna Google;5;sangat membantu
Pengguna Google;5;cukup membatu klo ngk ada ojek
Pengguna Google;5;sanggat membantu dalam waktu mendesak👍🫶
Pengguna Google;5;sangat baik
Pengguna Google;5;sangat membantu dan hemat waktu...
Pengguna Google;5;Terima kasih banyak 🙏
Pengguna Google;5;berjalan dengan baik
Pengguna Google;5;mantap dan nyaman serta mengerti jalan
Pengguna Google;5;keren
Pengguna Google;5;sangat membantu dalam berkendaraan hilir mudik satu tempat ke tempat lain praktis dan simpel
Pengguna Google;5;semoga lebih baik dan baik
Pengguna Google;5;baik
Pengguna Google;5;ok banget
Pengguna Google;1;terkadang drivernya ambil orderan,tp kadang kita yg suruh batalin jika mereka tdk mau ambil. dan terkadang orderan sudah diambil tp arahnya bukan ke lokasi si pemesan tp ke lokasi lain dengan alasan ada keperluan
Pengguna Google;5;Ter the best
Pengguna Google;5;ok
Pengguna Google;5;mantap
Pengguna Google;5;Pagi ini drivernya cepat tanggap dan aman
Pengguna Google;2;GIMANA SIHH GRAB, KATANY NUNGGUIN CUMA 4 MENIT, SAYA NUNGGUIN DRIVER SAMPE 10 MENIT GA SAMPE SAMPE TAPI DI WAKTUNYA BARU JALAN 3 MENIT.
Pengguna Google;1;susah cari driver di jam pagi
Pengguna Google;4;puas,dan nyaman
Pengguna Google;5;mantap
Pengguna Google;3;sangat bagus
Pengguna Google;1;Akun saya diblokir
Pengguna Google;5;cocok buat yang suka kelaparan tengah malam
Pengguna Google;5;ok banget
Pengguna Google;5;so far so good
Pengguna Google;5;mantap
Pengguna Google;4;Good job
Pengguna Google;5;orang nya ramah baik
