MBl,BEl,VEp,REs,OGp,RMl,BLs,PFv,PFs,CPt,Family
5.03,2.709077322,0.284904637,0.39456695,0.0,0.23989624599999998,0.576720102,0.0,0.2386624276,3.048360312,Callichthyidae
5.0,2.569025862,0.509784483,0.323917769,0.0,0.2184151392,0.694008621,0.0,0.264329361,3.478545366,Callichthyidae
3.0,2.521623825,0.392315635,0.374381818,0.0,0.2733388322,0.597793598,0.0,0.263812381,2.3801631268000003,Callichthyidae
6.5600000000000005,2.655935484,0.41816129,0.313432836,0.0,0.1294097406,0.720430108,0.0,0.312394232,2.535274385,Callichthyidae
5.0,2.649041961,0.455201584,0.297854975,0.0,0.1025003958,0.622551933,0.0,0.286363973,2.140641728,Callichthyidae
4.0,2.941176471,0.446882353,0.362571913,0.0,0.28521961879999996,0.676539216,0.0,0.248773333,2.571428571,Callichthyidae
5.0,2.419854431,0.474700483,0.272313545,0.0,0.21489413739999996,0.716665416,0.0,0.185252025,2.709686808,Callichthyidae
9.0,2.583627063,0.38899633,0.251265887,0.0,0.23546357480000002,0.712530023,0.0,0.22745794,2.362750859,Callichthyidae
5.0,2.604173611,0.472423611,0.314413599,0.0,0.1999713664,0.729201389,0.0,0.241271357,2.527872625,Callichthyidae
5.35,3.033068182,0.495867769,0.254427215,0.0,0.3108389042,0.652892562,0.0,0.286219052,1.911472904,Callichthyidae
4.15,2.13986014,0.440590909,0.337563253,0.0,0.20866249539999998,0.58041958,0.0,0.319343137,1.830644997,Callichthyidae
5.0,2.814676831,0.56390355,0.275978201,0.0,0.16791239060000002,0.751135488,0.0,0.210548892,2.499420908,Callichthyidae
2.5,3.508196721,0.502393443,0.289733333,0.0,0.3218227414,0.737704918,0.0,0.224495327,2.343695075,Callichthyidae
5.4,2.3271721,0.499069133,0.29411188,0.0,0.1319159524,0.705076451,0.0,0.222363916,2.246915825,Callichthyidae
5.1,2.900400365,0.452354194,0.343014628,0.0,0.19671357659999997,0.662639601,0.0,0.204376852,3.245381678,Callichthyidae
4.0,2.356277362,0.435113685,0.342165272,0.0,0.2061193434,0.64407852,0.0,0.237826045,2.43914374,Callichthyidae
6.48,3.191443574,0.509382801,0.256876155,0.0,0.270507941,0.776161373,0.0,0.20229265,3.437148368,Callichthyidae
4.0,2.364272031,0.456183482,0.327307477,0.0,0.18640875299999998,0.637595785,0.0,0.179511765,2.534137195,Callichthyidae
4.26,2.384216202,0.3896245,0.323598645,0.0,0.2543934044,0.62692473,0.0,0.235741031,2.788519717,Callichthyidae
4.5,2.779176693,0.413524136,0.334801154,0.0,0.2959215116,0.656118223,0.0,0.20550139,2.591449987,Callichthyidae
4.4,2.551581042,0.425694592,0.281158794,0.0,0.2498068472,0.591622255,0.0,0.184327344,2.554049814,Callichthyidae
5.0,2.410841416,0.397731724,0.410640505,0.0,0.16671494779999999,0.632917079,0.0,0.195534117,2.998398705,Callichthyidae
5.0,2.595282224,0.487455364,0.22586483,0.0,0.1301787,0.612904111,0.0,0.293944772,2.026749496,Callichthyidae
4.0,2.824261139,0.489497426,0.338582677,0.0,0.23284930799999998,0.697790696,0.0,0.215768135,2.36990411,Callichthyidae
4.68,3.046393335,0.44651705,0.311111111,0.0,0.3202817548,0.62787972,0.0,0.317357325,2.5326084102,Callichthyidae
5.1,2.636638393,0.319991327,0.274907027,0.0,0.1999713664,0.537079257,0.0,0.21181214,2.745008475,Callichthyidae
5.0,2.753395104,0.513717592,0.274061378,0.0,0.2184151392,0.731228722,0.0,0.272747654,3.412618629,Callichthyidae
5.0,2.393049139,0.370943981,0.220796141,0.0,0.12113549720000001,0.597934487,0.0,0.243803704,2.013540214,Callichthyidae
5.08,2.438484902,0.447484211,0.290597786,0.0,0.093477535,0.625564466,0.0,0.29122589,2.3517556930000003,Callichthyidae
4.0,2.459033621,0.392279862,0.352812138,0.0,0.115168035,0.546927987,0.0,0.277828128,2.153647484,Callichthyidae
3.15,2.934522722,0.533044318,0.312156917,0.0,0.3677628216,0.6758453,0.0,0.279827911,2.4234230878,Callichthyidae
3.82,3.016516641,0.529983855,0.317542105,0.0,0.3375714964,0.689997451,0.0,0.23208635,2.39709827,Callichthyidae
6.51,3.149996229,0.582062187,0.201116649,0.0,0.364132322,0.726401355,0.0,0.208301637,2.235194309,Callichthyidae
3.72,3.108731547,0.425376445,0.339210897,0.0,0.320238098,0.691142766,0.0,0.288953806,2.163715555,Callichthyidae
7.0,2.825261977,0.611715086,0.233307368,0.0,0.23083687560000002,0.688316075,0.0,0.243449149,2.881922009,Callichthyidae
6.0,2.754041596,0.324758597,0.243883277,0.0,0.1917357164,0.583955958,0.0,0.252099141,2.618294118,Callichthyidae
4.0,2.476462574,0.4038067,0.344840576,0.0,0.18888309720000002,0.595688412,0.0,0.227123131,2.647166042,Callichthyidae
6.0,2.417847578,0.41244358,0.260484501,0.0,0.16496421079999998,0.631055526,0.0,0.248330798,2.103832535,Callichthyidae
2.32,3.279614394,0.380865188,0.391327808,0.0,0.250692191,0.604302532,0.0,0.2068869506,2.666678756,Callichthyidae
4.2,3.149872922,0.481343763,0.369219852,0.0,0.32395127479999997,0.682868699,0.0,0.22923553219999998,2.566960164,Callichthyidae
4.1,2.710062385,0.341341571,0.366000219,0.0,0.2009458902,0.662676626,0.0,0.278345971,2.371471804,Callichthyidae
4.2,2.490507614,0.490865131,0.308406309,0.0,0.286334402,0.727256752,0.0,0.307186601,2.828784308,Callichthyidae
2.0,3.102233765,0.403526831,0.48293144,0.0,0.34672066760000003,0.636722121,0.0,0.197244431,2.888543712,Callichthyidae
2.4,2.907777778,0.333333333,0.434770007,0.0,0.2547086786,0.638907407,0.0,0.25234365,2.8251,Callichthyidae
5.3,2.719708333,0.528096591,0.192316767,0.0,0.1025003958,0.674284091,0.0,0.290839314,1.998800959,Callichthyidae
6.0,2.870755102,0.476190476,0.333318319,0.0,0.3195237776,0.755136054,0.0,0.203845489,3.419376125,Callichthyidae
5.21,2.817455645,0.467772849,0.289006653,0.0,0.1763335716,0.623678763,0.0,0.104969642,2.101279213,Callichthyidae
5.2,2.388141876,0.393160609,0.262468491,0.0,0.1802609018,0.662353537,0.0,0.237238974,2.179860407,Callichthyidae
4.0,2.523863453,0.453213766,0.3195472,0.0,0.2061193434,0.675401576,0.0,0.317040293,2.485492015,Callichthyidae
4.0,2.663533026,0.397183163,0.322985196,0.0,0.2009458902,0.65088191,0.0,0.203578561,2.271033408,Callichthyidae
5.2,2.368650218,0.431630273,0.207310175,0.0,0.21489413739999996,0.634219925,0.0,0.240523105,2.660337289,Callichthyidae
6.1,2.642165782,0.42643066,0.357316549,0.0,0.30553059499999996,0.675804285,0.0,0.283045876,3.194248604,Callichthyidae
4.5,2.280220322,0.405093782,0.240122271,0.0,0.17168985879999998,0.708197709,0.0,0.333985229,2.731397407,Callichthyidae
4.0,2.815282344,0.440062117,0.358124036,0.0,0.23763744839999998,0.735828323,0.0,0.310497997,2.391153652,Callichthyidae
5.0,2.569990047,0.509324374,0.342606705,0.0,0.12109233239999999,0.677555617,0.0,0.300086727,2.16223132,Callichthyidae
6.0,2.757420154,0.426802558,0.293697476,0.0,0.1917357164,0.689022074,0.0,0.253730104,2.692162621,Callichthyidae
5.1,2.254534766,0.430677018,0.269183407,0.0,0.1319159524,0.644721611,0.0,0.277308101,2.380697689,Callichthyidae
6.0,3.08413546,0.419948359,0.258428629,0.0,0.3043149144,0.652796318,0.0,0.2241244892,2.756730973,Callichthyidae
5.0,2.446039147,0.406649182,0.320857907,0.0,0.18026090179999998,0.651628297,0.0,0.219686665,2.515968603,Callichthyidae
5.0,2.286006884,0.420915992,0.284624718,0.0,0.1802609018,0.644508993,0.0,0.245073923,2.265526083,Callichthyidae
4.0,3.817591649,0.451138083,0.21696626,0.0,0.2015496756,0.662163748,0.0,0.224341436,1.889344823,Callichthyidae
5.1,2.318086355,0.452131956,0.223883164,0.0,0.24568736019999998,0.688785017,0.0,0.336636745,3.535429013,Callichthyidae
4.5,2.779099647,0.389619076,0.31458417,0.0,0.2009458902,0.623287043,0.0,0.319628668,1.965543848,Callichthyidae
4.2,2.812687735,0.316148338,0.376342261,0.0,0.2235994318,0.538186553,0.0,0.186885965,2.863972839,Callichthyidae
6.5,2.83497165,0.570344297,0.204077468,0.0,0.22415584080000003,0.73500765,0.0,0.203823633,2.171471429,Callichthyidae
5.4,2.809997848,0.390819934,0.280967748,0.0,0.1518116542,0.644006518,0.0,0.224529763,2.349920011,Callichthyidae
3.0,2.919767019,0.395789654,0.319470921,0.0,0.24670992760000005,0.639703051,0.0,0.267754528,2.082462791,Callichthyidae
4.5,2.375001047,0.446154415,0.269943692,0.0,0.16380404340000002,0.623377985,0.0,0.260327337,2.468593769,Callichthyidae
5.0,2.857668688,0.407870708,0.309430916,0.0,0.1679123906,0.703329769,0.0,0.212561298,2.579321056,Callichthyidae
6.0,2.623747981,0.383309774,0.244638908,0.0,0.1733176306,0.629987884,0.0,0.211832707,2.477182907,Callichthyidae
4.0,2.788003456,0.494557154,0.355619093,0.0,0.21106023280000002,0.733705429,0.0,0.205280302,2.224833138,Callichthyidae
6.0,2.760284108,0.497055342,0.367424112,0.0,0.22802052860000002,0.645656999,0.0,0.219429454,2.78331661,Callichthyidae
5.0,2.794243126,0.49445381,0.285096605,0.0,0.14820192599999998,0.67465116,0.0,0.262515625,2.8310362886,Callichthyidae
6.6,2.540260251,0.36226584,0.318849734,0.0,0.18362237920000002,0.622194446,0.0,0.297641149,2.327408196,Callichthyidae
4.0,2.765978723,0.425664894,0.371314516,0.0,0.2009458902,0.659574468,0.0,0.292463135,2.354948755,Callichthyidae
7.0,2.569656309,0.418349969,0.259987001,0.0,0.28758539019999996,0.606079889,0.0,0.278202174,2.848784565,Callichthyidae
5.15,2.392326712,0.411168898,0.282248836,0.0,0.1802609018,0.650677807,0.0,0.270018104,2.253584778,Callichthyidae
6.07,3.073188352,0.505719184,0.277945619,0.0,0.257161411,0.704081691,0.0,0.238957172,2.324511693,Callichthyidae
6.0,2.823893186,0.420823189,0.3161464,0.0,0.1350311726,0.662216099,0.0,0.234052142,2.187801186,Callichthyidae
3.5,2.526506063,0.462563053,0.319983713,0.0,0.2552521906,0.654786661,0.0,0.290756522,2.98324828,Callichthyidae
4.12,2.447903299,0.505451836,0.276416496,0.0,0.2489056904,0.74097777,0.0,0.255480772,2.756277974,Callichthyidae
5.0,2.425556291,0.455127652,0.309715756,0.0,0.19845954799999999,0.667146021,0.0,0.253679311,3.191437089,Callichthyidae
7.0,2.279825158,0.468262065,0.30106361,0.0,0.28687471059999997,0.686049477,0.0,0.334578371,2.422403793,Callichthyidae
2.1,3.517751544,0.386671613,0.461349665,0.0,0.2800395618,0.628283181,0.0,0.168300167,2.299099829,Callichthyidae
5.0,2.398293394,0.386511991,0.278549877,0.0,0.1402900876,0.66758197,0.0,0.306486294,1.936855955,Callichthyidae
6.1,2.334168147,0.358403028,0.317026108,0.0,0.262516702,0.637169933,0.0,0.263000004,3.758706621,Callichthyidae
3.15,2.654657502,0.474093387,0.344628433,0.0,0.2390297624,0.670707344,0.0,0.247658163,2.164211402,Callichthyidae
4.39,2.966041991,0.418118213,0.37689443,0.0,0.3198770634,0.678875221,0.0,0.167889031,2.871117184,Callichthyidae
7.12,2.72767379,0.379197903,0.282888577,0.0,0.28758539019999996,0.637329966,0.0,0.242601643,2.861179286,Callichthyidae
4.4,2.772086065,0.563479562,0.263256098,0.0,0.3371770688,0.721608659,0.0,0.14876542,2.768882551,Callichthyidae
4.0,2.242319635,0.416202519,0.310071633,0.0,0.186408753,0.644820115,0.0,0.304961313,2.680394849,Callichthyidae
6.0,3.333402433,0.572384514,0.28411889,0.0,0.3129797794,0.761051087,0.0,0.224813124,2.884711518,Callichthyidae
5.0,2.844925141,0.478599525,0.331442693,0.0,0.1967135766,0.648379038,0.0,0.22901376879999996,3.240394496,Callichthyidae
5.0,2.608268422,0.574471206,0.281670089,0.0,0.24537708140000003,0.724907386,0.0,0.203676977,3.505922721,Callichthyidae
6.0,2.668368373,0.431674881,0.262543886,0.0,0.19173571639999998,0.607314087,0.0,0.110107075,2.63334175,Callichthyidae
4.0,2.584726214,0.447591202,0.357533519,0.0,0.2239056832,0.659594337,0.0,0.260950538,2.563327006,Callichthyidae
5.0,2.803872824,0.550113455,0.228391033,0.0,0.1720115416,0.721285723,0.0,0.233984716,2.403118258,Callichthyidae
5.0,2.800807853,0.460647751,0.390333579,0.0,0.16791239060000002,0.677803618,0.0,0.163873501,2.524017044,Callichthyidae
5.0,2.328065572,0.363471252,0.307545681,0.0,0.2089439916,0.573935266,0.0,0.242707041,3.332156074,Callichthyidae
6.25,2.871294522,0.586698969,0.23557987,0.0,0.3293099932,0.736918291,0.0,0.221373478,3.408000054,Callichthyidae
5.0,2.488778601,0.430857935,0.317212036,0.0,0.1802609018,0.598649783,0.0,0.211835777,2.407111658,Callichthyidae
6.0,2.971930283,0.551506785,0.288816077,0.0,0.3643897492,0.727794373,0.0,0.168816718,2.782874284,Callichthyidae
6.08,2.457697781,0.394966992,0.256851485,0.0,0.101940594,0.633201051,0.0,0.195339523,2.37929014,Callichthyidae
6.35,2.925397418,0.546077082,0.335065747,0.0,0.33300947340000003,0.748321456,0.0,0.238084354,2.535544897,Callichthyidae
7.0,2.329080728,0.431458917,0.292281852,0.0,0.25191458559999996,0.662129152,0.0,0.3035716694,2.547608947,Callichthyidae
5.1,2.643946274,0.445453593,0.271120806,0.0,0.101263699,0.67655535,0.0,0.336399639,2.469667581,Callichthyidae
4.3,2.783891728,0.567120867,0.318695053,0.0,0.308524506,0.721571563,0.0,0.201606114,2.896516918,Callichthyidae
6.1,2.303010361,0.425628625,0.294641547,0.0,0.185849961,0.69536738,0.0,0.301938451,2.006496702,Callichthyidae
4.4,2.394581813,0.340376468,0.411725075,0.0,0.2711187222,0.513847652,0.0,0.316565343,2.5484054342,Callichthyidae
5.1,2.613949582,0.425728211,0.338890638,0.0,0.1766114818,0.626655892,0.0,0.141099352,3.032389195,Callichthyidae
8.626000000000001,2.415358022,0.443080904,0.270076975,0.0,0.1006644474,0.676317026,0.0,0.309614737,2.307487248,Callichthyidae
4.0,2.52283647,0.422305549,0.30916863,0.0,0.20611934340000002,0.657229351,0.0,0.22726343,2.367200024,Callichthyidae
6.0,2.730263355,0.402207093,0.303817058,0.0,0.1350311726,0.647800389,0.0,0.212702815,2.323791422,Callichthyidae
9.0,6.146440808,0.911670857,0.218661538,0.0,0.0,0.955783963,0.0,0.206573668,1.755259825,Loricariidae
7.0,5.312989422,0.585548033,0.202003249,0.0,0.0,0.674758451,0.0,0.209129045,2.042181617,Loricariidae
5.0,3.21618846,0.460898158,0.439085307,0.549029323,0.290123257,0.555470474,0.202189091,0.201225165,3.100470473,Characidae
33.0,2.593462431,0.473176918,0.400040266,0.349451926,0.410138889,0.363249409,0.264267544,0.20868873,2.538456425,Cyprinidae
100.0,2.718488102,0.427915189,0.376335138,0.339444193,0.253724937,0.425866188,0.261178938,0.187944815,2.946725259,Cyprinidae
8.0,3.24244472,0.448637721,0.459770115,0.403215182,0.252091954,0.494031868,0.255533725,0.202682657,1.993684476,Cyprinidae
12.2,4.53482327,0.573474981,0.332976744,0.4093041,0.548860465,0.607464753,0.55946091,0.232624719,2.909090909,Abyssocottidae
14.2,4.158897607,0.550842447,0.407133672,0.401176459,0.708881179,0.706472568,0.569054025,0.312865465,5.38363269,Cottidae
19.0,4.561060724,0.748199015,0.416935286,0.676228729,0.557971119,0.597572774,0.748199015,0.369334172,3.919304556,Cottidae
22.0,4.089806572,0.452607167,0.396760734,0.259951955,0.648075451,0.673349792,0.617740206,0.509930571,5.75085,Cottidae
17.0,5.813750685,0.758710031,0.3984725,0.406959599,0.709936849,0.780511438,0.678413447,0.266074159,2.2023225072,Cottidae
21.0,5.241902423,0.592879257,0.378948617,0.324180634,0.59191974,0.629956229,0.826080922,0.282100735,2.666666667,Cottidae
30.0,4.438177314,0.769664215,0.278039198,0.560929433,0.461364434,0.792150044,0.625535812,0.229955063,2.948606707,Cottidae
15.0,4.560691045,0.75187192,0.385627806,0.435251994,0.577723645,0.748890462,0.75187192,0.298745377,2.676038174,Cottidae
13.0,4.615362004,0.67134796,0.377678568,0.423621299,0.631229012,0.774740249,0.609889506,0.262037344,1.918437832,Cottidae
6.3,5.273302689,0.752451413,0.473960608,0.359083976,0.655333561,0.879260789,0.465441566,0.262260824,1.9300209110000002,Cottidae
18.0,4.620302101,0.663106033,0.538563346,0.358147097,0.757011768,0.692045246,0.59219103,0.286074536,2.316485951,Cottidae
12.1,5.115932487,0.647497918,0.481879769,0.345713302,0.630734044,0.703465025,0.614783583,0.295193866,1.885733263,Cottidae
15.0,5.63754114,0.768744028,0.379298701,0.516742754,0.608584416,0.81749655,0.668043317,0.246819209,2.794401866,Cottidae
20.0,4.968266659,0.64962515,0.2581537,0.335577141,0.72842853,0.664206925,0.699737846,0.279932529,2.793633813,Cottidae
13.0,5.053408966,0.659472458,0.404068966,0.393826393,0.569551724,0.690453586,0.666832336,0.249999853,2.442523931,Cottidae
14.0,5.045457792,0.675350649,0.472381579,0.42861039,0.767232456,0.74025974,0.597428571,0.281547438,3.15060508,Cottidae
18.0,5.987026227,0.702836958,0.402236592,0.5019123,0.490233659,0.779231573,0.497334468,0.229832325,2.699277598,Cottidae
11.0,4.235305442,0.603833165,0.336589431,0.464854184,0.5435,0.657755769,0.626202209,0.218438131,2.598327404,Cottidae
11.2,4.971552651,0.613208168,0.339071165,0.316101156,0.532318623,0.759414822,0.401925734,0.190172411,1.74241944,Cottidae
14.0,3.768206642,0.565092106,0.309601774,0.243465794,0.519279747,0.687004216,0.434115583,0.241554788,1.905630473,Cottidae
9.0,3.48468566,0.706174831,0.455864774,0.612128632,0.686457152,0.547023099,0.526459829,0.247105685,1.773267405,Cottidae
11.0,4.912029999,0.60163508,0.388181754,0.28355461,0.637606959,0.712627952,0.551822574,0.206717973,2.499821724,Cottidae
4.5,3.738851017,0.811383225,0.413765472,0.550954984,0.489209178,0.693316616,0.691642392,0.273983936,2.442884406,Cottidae
10.0,5.227937709,0.678363813,0.525468182,0.377151483,0.516904545,0.696195922,0.605658807,0.270738552,2.212364396,Cottidae
6.4,4.637808467,0.641396876,0.38759832,0.456520263,0.506832422,0.679284582,0.514500792,0.270409857,1.975639673,Cottidae
15.0,4.91996377,0.680627033,0.329981551,0.433467825,0.868717169,0.730855531,0.467701429,0.25230542,2.602694192,Cottidae
15.0,5.584885344,0.721016636,0.45249875,0.427917268,0.610939682,0.686383321,0.595309653,0.248024898,3.213295452,Cottidae
7.0,5.06097561,0.623987805,0.468640777,0.40142378,0.66026699,0.62804878,0.605704268,0.240762048,2.405131889,Cottidae
12.0,4.923045181,0.658074546,0.424209411,0.329056466,0.637545331,0.643036736,0.754836667,0.215494707,2.892222222,Cottidae
16.0,4.373716866,0.520844539,0.36307513,0.202081802,0.57762516,0.611105219,0.587166006,0.301703517,3.3335,Cottidae
13.4,5.415938104,0.826276596,0.276851755,0.497756286,0.617694552,0.742669246,0.629168279,0.222639677,3.382374419,Cottidae
15.0,4.5334,0.659241667,0.425160318,0.315291667,0.688255763,0.625058333,0.525,0.248402597,3.207849478,Cottidae
9.0,5.054454882,0.723733399,0.358530435,0.470824615,0.452256522,0.671201655,0.669342718,0.215783442,2.129539759,Cottidae
13.4,6.661514713,0.692235859,0.295090453,0.211446105,0.442998007,0.736373685,0.648650709,0.151409126,1.585324105,Gobiidae
23.0,5.050032916,0.468754427,0.558823529,0.351105407,0.377294118,0.566661944,0.220839826,0.181659018,2.749894539,Cyprinidae
6.0,4.834425021,0.764703889,0.493239041,0.661783024,0.453871139,0.735698609,0.833391237,0.165069015,2.660962476,Atherinidae
8.5,3.910977079,0.536201363,0.614770739,0.536201363,0.396779839,0.481337029,0.654606566,0.159620571,2.096323906,Atherinidae
7.0,4.663396296,0.453122135,0.497400435,0.524642399,0.349853881,0.674582798,0.577193747,0.164009811,3.012239294,Atherinidae
8.0,4.111110482,0.45116869,0.583850385,0.454260283,0.593734709,0.578580812,0.611121806,0.182037173,2.57459758,Atherinidae
8.5,3.803013435,0.454902979,0.610774049,0.323849984,0.499762864,0.610609859,0.647504627,0.157448505,1.712873238,Atherinidae
8.0,5.237596423,0.385138867,0.637896605,0.362211177,0.399988906,0.642331605,0.605971532,0.170152722,3.557154277,Atherinidae
7.0,5.209170398,0.374733386,0.616854227,0.43639795,0.384244962,0.640040648,0.549330534,0.121343863,3.416409317,Atherinidae
6.5,3.419021869,0.420723038,0.547076911,0.503044847,0.373502613,0.435639089,0.573285887,0.149046944,3.31676428,Atherinidae
10.2,2.706463028,0.47546343,0.532084783,0.372543157,0.300790889,0.387335679,0.117737303,0.192351017,2.040196248,Characidae
4.5,3.875826346,0.503269611,0.563063686,0.369365824,0.342909974,0.568776293,0.173317975,0.128172233,2.577274264,Characidae
7.01,3.478915326,0.5,0.443893532,0.413865938,0.484159036,0.466093061,0.194017519,0.189565733,1.999815407,Characidae
6.0,3.455467993,0.546995428,0.542607116,0.374201268,0.273013157,0.55983235,0.221328612,0.182104901,1.82252905,Characidae
5.33,3.249985197,0.537830343,0.470069032,0.413898593,0.243941294,0.552872185,0.200717429,0.181312133,1.874948942,Characidae
7.3,3.100514422,0.498191661,0.466966667,0.549836014,0.2544,0.673914997,0.155842843,0.1765256086,2.642473355,Characidae
5.2,3.676171955,0.527669737,0.49221384,0.402292733,0.287408737,0.562633913,0.157495735,0.168997091,1.857999455,Characidae
5.25,3.080327954,0.487537405,0.414994588,0.326875732,0.468102156,0.554016109,0.171772208,0.171764477,2.013241703,Characidae
7.0,3.796183905,0.51029801,0.489216595,0.362815418,0.439121371,0.542745996,0.162253899,0.1835198174,1.994424143,Characidae
7.0,3.506643289,0.534996433,0.525532101,0.374217505,0.214674389,0.608902607,0.196728688,0.193920152,2.593608162,Characidae
11.3,3.944539538,0.419313846,0.487603027,0.327189956,0.34972498,0.560547487,0.207557866,0.157809601,2.443946338,Characidae
6.0,5.156977018,0.541328354,0.53848543,0.376043229,0.215059281,0.698352524,0.148763214,0.177148803,1.992386146,Characidae
6.0,4.025380563,0.479447064,0.531655143,0.335551005,0.529566407,0.607034854,0.127791825,0.198413489,1.965279107,Characidae
6.33,3.545102943,0.484755115,0.474719898,0.349858832,0.485687609,0.545412353,0.151488391,0.1795438178,2.160428684,Characidae
9.38,2.979086415,0.456186776,0.448424785,0.373580026,0.464569552,0.45860387,0.170184092,0.192373274,2.274966096,Characidae
6.5,3.893443206,0.467707044,0.522525434,0.29677782,0.247835984,0.506411625,0.180649844,0.14769616,2.470667862,Characidae
8.0,3.764428463,0.468602621,0.474353968,0.346367805,0.431560813,0.567172151,0.173148076,0.179638346,2.743418759,Characidae
6.23,3.340493961,0.505867623,0.505458476,0.351658401,0.486696863,0.505431847,0.186800304,0.189437034,2.397600698,Characidae
9.2,3.287171426,0.617144922,0.39338921,0.526463738,0.248702335,0.510607295,0.249400507,0.161164049,3.107692308,Characidae
6.23,4.459576668,0.56840367,0.472134056,0.343866472,0.479031815,0.617527452,0.154385721,0.180254741,2.026704367,Characidae
10.0,3.220879868,0.546624187,0.407377231,0.430225054,0.465842036,0.470956902,0.226815811,0.184115191,2.630637696,Characidae
4.45,3.946370407,0.729141166,0.463014167,0.560444804,0.497069085,0.687793476,0.216157341,0.2012706746,1.844897198,Characidae
6.48,3.52829014,0.534585223,0.427552176,0.378164049,0.380462725,0.577336444,0.182481935,0.153378345,2.265560555,Characidae
4.0,3.031879166,0.493489945,0.544879928,0.361029149,0.148965374,0.491003721,0.119497318,0.18525022919999995,2.459843618,Characidae
7.2,4.369155352,0.524043671,0.56803759,0.391947332,0.589560098,0.553449062,0.181528781,0.1679546432,2.262512804,Characidae
4.0,4.244025362,0.507930052,0.507368175,0.262713311,0.242669724,0.607453309,0.155195733,0.16644057,2.16333,Characidae
4.0,3.131561296,0.563145981,0.518286029,0.441423609,0.310105216,0.529653047,0.208778485,0.199014851,2.592779768,Characidae
8.0,3.342644802,0.525963593,0.451859393,0.3784745,0.364360512,0.537890778,0.195264029,0.215725952,2.318413615,Characidae
11.0,3.281721766,0.512700104,0.432926352,0.360407133,0.487963718,0.510175471,0.213231816,0.207966699,2.197760909,Characidae
6.0,4.520410293,0.505786796,0.478400168,0.337311588,0.453662123,0.611249338,0.43290922119999997,0.23668067539999998,1.428533241,Characidae
6.0,3.31642577,0.524067227,0.427315202,0.443551821,0.255610732,0.61032493,0.29803660159999995,0.20402827480000002,2.364973779,Characidae
11.0,3.283314631,0.517184239,0.454360117,0.37802999,0.439328042,0.427794801,0.212589177,0.181565591,2.216620881,Characidae
7.0,3.533374726,0.525047047,0.457064571,0.415871878,0.407570423,0.5162777,0.162220117,0.21977156,2.276492024,Characidae
7.11,3.347838129,0.562468072,0.500018267,0.402148023,0.377558849,0.50541314,0.182058778,0.201268522,2.278770958,Characidae
10.0,4.166656398,0.683649289,0.475509598,0.507900474,0.311727448,0.486746445,0.343601896,0.151241321,1.930422361,Characidae
6.0,3.488010289,0.562873326,0.486068004,0.48802884,0.352355459,0.535925848,0.212593216,0.173806215,2.289298515,Characidae
3.4,3.306090635,0.659498594,0.421108691,0.614287582,0.251283799,0.573289196,0.255750334,0.16446412,2.723417947,Characidae
9.0,3.359758013,0.47337259,0.404456912,0.383835861,0.31258498,0.562828765,0.153465067,0.166837299,2.522355529,Characidae
5.0,3.759503592,0.589398054,0.505709853,0.453635395,0.344924121,0.589425556,0.215373509,0.223754163,2.672282132,Characidae
7.0,4.645769781,0.701351709,0.515356623,0.525765735,0.421842795,0.668267136,0.250964951,0.18388526,2.259183851,Characidae
7.05,4.0365179,0.518709627,0.484965528,0.340989399,0.263409957,0.609625546,0.18027733,0.170854349,2.194465278,Characidae
7.0,3.876858699,0.655317215,0.473150137,0.557495988,0.304890996,0.593654958,0.200002931,0.16833551,2.018571429,Characidae
6.0,3.665149424,0.539197715,0.534431552,0.369918783,0.478039818,0.545534433,0.206969703,0.19934927,2.135405823,Characidae
6.27,5.195402627,0.529688587,0.527911977,0.305116554,0.422505515,0.682251627,0.169576939,0.161253592,1.985392329,Characidae
8.17,3.202501235,0.539247384,0.475253285,0.45568391,0.431259124,0.511377924,0.179745386,0.207052365,1.993558776,Characidae
7.03,3.912692953,0.587499656,0.44083922,0.453154665,0.431195049,0.581315522,0.34131339039999997,0.21594518139999996,2.497022642,Characidae
7.41,3.18547414,0.505382768,0.513813398,0.362959058,0.423354293,0.494623089,0.188227025,0.186062119,2.256442966,Characidae
10.9,3.504501371,0.474474731,0.437526318,0.29730049,0.466341941,0.576575808,0.186190107,0.212511632,2.290825972,Characidae
4.47,4.954998516,0.616371888,0.544367929,0.395979132,0.439756517,0.689824829,0.232650464,0.1767792532,1.984571955,Characidae
5.04,3.092991101,0.512563443,0.541726611,0.389443977,0.409894387,0.510202108,0.231154835,0.183804984,2.22582312,Characidae
3.0,3.422162678,0.545695855,0.523608175,0.381825826,0.468694944,0.56988667,0.236555429,0.185385872,2.007051949,Characidae
4.0,4.241247342,0.594934537,0.556246953,0.436413145,0.445099724,0.642605095,0.247521355,0.17906557,2.555269126,Characidae
9.0,3.077507245,0.624617213,0.470157161,0.427820238,0.22986712,0.688507499,0.410511806,0.264155863,2.616521392,Cichlidae
10.0,3.120962674,0.489914541,0.532431299,0.324337062,0.308105406,0.649407231,0.320964769,0.219381078,2.381302367,Cichlidae
9.0,3.273407773,0.456651173,0.427130031,0.507435044,0.218441328,0.47537383,0.332324186,0.1579479,2.209501857,Goodeidae
5.0,3.353188478,0.557766675,0.393939394,0.524891948,0.203848485,0.556056381,0.340660359,0.124364322,2.27059192,Goodeidae
